application_id,race,work_exp,work_industry
2772,,6.0,Consulting
2773,White,6.0,Technology
2774,Asian,4.0,Health Care
2775,,6.0,PE/VC
2776,,5.0,Consulting
2777,White,5.0,Consulting
2778,,5.0,Consulting
2779,White,4.0,Nonprofit/Gov
2780,,4.0,Technology
2781,Black,4.0,Technology
2782,White,5.0,Nonprofit/Gov
2783,,5.0,PE/VC
2784,White,5.0,Investment Banking
2785,,5.0,PE/VC
2786,Asian,6.0,PE/VC
2787,Hispanic,7.0,Other
2788,,3.0,Technology
2789,Hispanic,4.0,Technology
2790,Hispanic,5.0,Consulting
2791,,5.0,Consulting
2792,Black,3.0,Consulting
2793,,4.0,Consulting
2794,White,4.0,Technology
2795,Other,5.0,Retail
2796,White,5.0,Health Care
2797,,5.0,Nonprofit/Gov
2798,,5.0,Technology
2799,Black,4.0,PE/VC
2800,,6.0,Consulting
2801,White,5.0,Technology
2802,,6.0,PE/VC
2803,White,4.0,Nonprofit/Gov
2804,Hispanic,5.0,Other
2805,White,5.0,Consulting
2806,Asian,5.0,Financial Services
2807,Asian,4.0,Technology
2808,,5.0,Nonprofit/Gov
2809,White,5.0,Nonprofit/Gov
2810,,4.0,Investment Banking
2811,Black,5.0,Health Care
2812,,5.0,PE/VC
2813,,5.0,Technology
2814,Black,4.0,Nonprofit/Gov
2815,White,5.0,PE/VC
2816,White,5.0,Consulting
2817,Black,6.0,Investment Banking
2818,Asian,4.0,Technology
2819,White,5.0,Financial Services
2820,Asian,7.0,Other
2821,White,5.0,Investment Management
2822,Asian,6.0,Technology
2823,Asian,6.0,Technology
2824,Black,5.0,Consulting
2825,White,6.0,Consulting
2826,,7.0,Other
2827,,5.0,Financial Services
2828,Asian,6.0,Consulting
2829,Hispanic,6.0,Consulting
2830,Asian,4.0,Other
2831,Black,3.0,Nonprofit/Gov
2832,Black,5.0,Investment Banking
2833,Black,7.0,Financial Services
2834,White,6.0,Nonprofit/Gov
2835,,4.0,Health Care
2836,White,5.0,Technology
2837,Asian,4.0,Nonprofit/Gov
2838,,6.0,Financial Services
2839,Black,6.0,Consulting
2840,,5.0,Consulting
2841,White,6.0,Consulting
2842,Asian,5.0,Technology
2843,Black,4.0,Consulting
2844,,4.0,PE/VC
2845,Asian,5.0,Energy
2846,White,5.0,PE/VC
2847,,4.0,Technology
2848,Black,4.0,Other
2849,White,6.0,Consulting
2850,Black,5.0,Other
2851,Black,4.0,Consulting
2852,Asian,5.0,Financial Services
2853,,5.0,Technology
2854,,5.0,Consulting
2855,,6.0,Other
2856,Hispanic,4.0,Consulting
2857,White,4.0,Nonprofit/Gov
2858,Black,4.0,PE/VC
2859,Black,4.0,Technology
2860,White,5.0,Investment Banking
2861,,5.0,Other
2862,Hispanic,5.0,Investment Banking
2863,White,4.0,Nonprofit/Gov
2864,Black,5.0,Other
2865,Black,6.0,Consulting
2866,White,7.0,Health Care
2867,,5.0,Investment Banking
2868,Asian,5.0,Investment Banking
2869,,6.0,Health Care
2870,,4.0,Investment Management
2871,,6.0,Investment Banking
2872,White,5.0,Consulting
2873,White,5.0,Health Care
2874,,4.0,Financial Services
2875,Black,5.0,Financial Services
2876,,5.0,PE/VC
2877,,5.0,Nonprofit/Gov
2878,White,6.0,Consulting
2879,Asian,4.0,Investment Management
2880,Asian,4.0,Technology
2881,White,5.0,Consulting
2882,Asian,4.0,CPG
2883,White,6.0,PE/VC
2884,White,6.0,Investment Banking
2885,Hispanic,5.0,Consulting
2886,Hispanic,5.0,Consulting
2887,,5.0,Nonprofit/Gov
2888,Hispanic,6.0,Nonprofit/Gov
2889,Black,4.0,Technology
2890,Black,5.0,Nonprofit/Gov
2891,White,4.0,Investment Banking
2892,Other,6.0,Consulting
2893,Asian,6.0,Health Care
2894,White,6.0,Consulting
2895,Asian,5.0,Financial Services
2896,Hispanic,5.0,Other
2897,Asian,4.0,Health Care
2898,White,4.0,Financial Services
2899,,4.0,Other
2900,White,5.0,Consulting
2901,,7.0,Other
2902,White,6.0,PE/VC
2903,Hispanic,5.0,Technology
2904,White,4.0,Investment Banking
2905,Black,6.0,Investment Banking
2906,Other,6.0,Technology
2907,Asian,6.0,Investment Banking
2908,,6.0,Consulting
2909,,7.0,Technology
2910,,5.0,Nonprofit/Gov
2911,White,3.0,Media/Entertainment
2912,Hispanic,5.0,Consulting
2913,White,4.0,Health Care
2914,,5.0,Consulting
2915,White,4.0,Real Estate
2916,Hispanic,3.0,PE/VC
2917,Black,5.0,Consulting
2918,White,7.0,Real Estate
2919,,4.0,Nonprofit/Gov
2920,White,4.0,Financial Services
2921,Hispanic,5.0,PE/VC
2922,,5.0,Technology
2923,Asian,3.0,Consulting
2924,Hispanic,3.0,Nonprofit/Gov
2925,White,5.0,Technology
2926,,6.0,Media/Entertainment
2927,Asian,5.0,Investment Banking
2928,,5.0,Technology
2929,Asian,5.0,PE/VC
2930,White,6.0,Health Care
2931,,6.0,Consulting
2932,Asian,4.0,Investment Banking
2933,Asian,7.0,Other
2934,Hispanic,6.0,Consulting
2935,White,7.0,Consulting
2936,Black,5.0,PE/VC
2937,White,3.0,Technology
2938,,6.0,PE/VC
2939,Other,5.0,Technology
2940,Hispanic,7.0,Financial Services
2941,White,6.0,Investment Banking
2942,Hispanic,6.0,Investment Management
2943,Other,6.0,Consulting
2944,Asian,7.0,CPG
2945,,5.0,Consulting
2946,,5.0,Consulting
2947,,5.0,Nonprofit/Gov
2948,,4.0,Other
2949,Asian,5.0,Technology
2950,Black,6.0,Financial Services
2951,Hispanic,5.0,Investment Banking
2952,White,5.0,PE/VC
2953,,5.0,PE/VC
2954,White,5.0,Technology
2955,,5.0,Financial Services
2956,Black,3.0,Other
2957,,7.0,PE/VC
2958,Asian,7.0,PE/VC
2959,Hispanic,6.0,Investment Banking
2960,,5.0,Consulting
2961,White,3.0,Consulting
2962,Asian,5.0,Technology
2963,,4.0,Consulting
2964,Black,6.0,PE/VC
2965,Black,5.0,Consulting
2966,White,4.0,Financial Services
2967,Other,7.0,Consulting
2968,White,4.0,Investment Banking
2969,White,4.0,Nonprofit/Gov
2970,Hispanic,7.0,Consulting
2971,Other,6.0,Financial Services
2972,,4.0,Consulting
2973,,6.0,Consulting
2974,Asian,6.0,Investment Banking
2975,White,7.0,PE/VC
2976,White,5.0,Technology
2977,,5.0,Financial Services
2978,White,5.0,PE/VC
2979,,6.0,Consulting
2980,Asian,4.0,Investment Management
2981,White,6.0,CPG
2982,,5.0,Other
2983,Asian,5.0,Financial Services
2984,White,6.0,Health Care
2985,Black,6.0,Consulting
2986,,5.0,Consulting
2987,,3.0,PE/VC
2988,Other,4.0,Financial Services
2989,Black,5.0,Other
2990,,5.0,Technology
2991,,6.0,Other
2992,,5.0,Consulting
2993,Black,6.0,PE/VC
2994,Hispanic,6.0,Technology
2995,,4.0,Nonprofit/Gov
2996,Asian,7.0,Investment Banking
2997,Hispanic,5.0,Investment Banking
2998,Black,6.0,PE/VC
2999,Hispanic,5.0,Other
3000,Asian,6.0,Consulting
3001,,4.0,Technology
3002,Asian,5.0,PE/VC
3003,Asian,6.0,Real Estate
3004,Black,5.0,Consulting
3005,Asian,4.0,Technology
3006,White,5.0,Nonprofit/Gov
3007,Hispanic,5.0,Technology
3008,Asian,4.0,Technology
3009,,4.0,Nonprofit/Gov
3010,Hispanic,5.0,Consulting
3011,White,3.0,Consulting
3012,Asian,5.0,Consulting
3013,White,6.0,Consulting
3014,,5.0,Investment Management
3015,White,4.0,PE/VC
3016,Asian,5.0,Investment Management
3017,Black,4.0,Consulting
3018,Asian,5.0,Consulting
3019,Black,5.0,Investment Banking
3020,Asian,6.0,Nonprofit/Gov
3021,White,5.0,PE/VC
3022,,6.0,Financial Services
3023,,6.0,Other
3024,,6.0,Nonprofit/Gov
3025,Hispanic,6.0,Nonprofit/Gov
3026,Hispanic,5.0,Health Care
3027,Black,6.0,Investment Banking
3028,Asian,5.0,Nonprofit/Gov
3029,Asian,5.0,Investment Management
3030,,5.0,Health Care
3031,,5.0,Technology
3032,White,5.0,PE/VC
3033,Asian,5.0,Consulting
3034,White,4.0,Nonprofit/Gov
3035,White,4.0,Nonprofit/Gov
3036,Hispanic,7.0,Investment Banking
3037,,6.0,Consulting
3038,Hispanic,5.0,Consulting
3039,Asian,4.0,Consulting
3040,,6.0,Technology
3041,Asian,4.0,PE/VC
3042,,3.0,Nonprofit/Gov
3043,,5.0,Technology
3044,,6.0,Technology
3045,,6.0,Consulting
3046,Black,4.0,Consulting
3047,Black,7.0,Consulting
3048,Asian,3.0,PE/VC
3049,White,4.0,Nonprofit/Gov
3050,Asian,4.0,Technology
3051,White,6.0,Other
3052,Other,5.0,Consulting
3053,White,4.0,Consulting
3054,White,4.0,Investment Management
3055,Hispanic,5.0,Health Care
3056,,5.0,Other
3057,,5.0,Consulting
3058,Asian,4.0,Technology
3059,Black,6.0,Nonprofit/Gov
3060,White,5.0,Nonprofit/Gov
3061,White,7.0,Nonprofit/Gov
3062,,4.0,Media/Entertainment
3063,,6.0,PE/VC
3064,Asian,5.0,Technology
3065,Hispanic,4.0,Financial Services
3066,White,4.0,Financial Services
3067,Other,6.0,Investment Banking
3068,Asian,3.0,Retail
3069,White,5.0,Investment Management
3070,White,5.0,Consulting
3071,White,6.0,Consulting
3072,,4.0,Technology
3073,Black,5.0,Consulting
3074,,7.0,CPG
3075,,6.0,Health Care
3076,White,5.0,Consulting
3077,Asian,5.0,PE/VC
3078,Black,4.0,Technology
3079,Asian,6.0,Consulting
3080,Asian,3.0,Consulting
3081,,5.0,Other
3082,,6.0,Investment Banking
3083,,6.0,Investment Banking
3084,,4.0,Investment Management
3085,,6.0,Other
3086,White,5.0,PE/VC
3087,Hispanic,4.0,Consulting
3088,White,6.0,Technology
3089,Asian,6.0,PE/VC
3090,Asian,4.0,Investment Management
3091,White,6.0,Investment Banking
3092,,5.0,Investment Banking
3093,White,5.0,Health Care
3094,Black,7.0,Consulting
3095,White,6.0,Investment Banking
3096,White,6.0,PE/VC
3097,,4.0,Financial Services
3098,White,6.0,Nonprofit/Gov
3099,White,5.0,PE/VC
3100,Asian,4.0,Consulting
3101,White,5.0,Technology
3102,White,5.0,PE/VC
3103,White,5.0,Real Estate
3104,Asian,6.0,Nonprofit/Gov
3105,Black,4.0,CPG
3106,White,5.0,Financial Services
3107,Asian,7.0,Consulting
3108,,5.0,Health Care
3109,Hispanic,5.0,Consulting
3110,Hispanic,5.0,Technology
3111,,4.0,Consulting
3112,Hispanic,4.0,Technology
3113,White,5.0,Consulting
3114,Black,5.0,CPG
3115,Hispanic,5.0,Consulting
3116,Asian,2.0,Health Care
3117,,6.0,Technology
3118,White,4.0,Consulting
3119,Black,4.0,Consulting
3120,,4.0,Consulting
3121,Asian,5.0,Technology
3122,Hispanic,6.0,Investment Management
3123,,4.0,Other
3124,,6.0,PE/VC
3125,Black,6.0,Health Care
3126,,6.0,PE/VC
3127,White,5.0,Consulting
3128,Asian,4.0,Consulting
3129,White,5.0,Investment Banking
3130,,5.0,Consulting
3131,Black,4.0,Investment Banking
3132,Black,5.0,Nonprofit/Gov
3133,Asian,5.0,Consulting
3134,,4.0,PE/VC
3135,,6.0,Other
3136,White,5.0,Investment Management
3137,White,7.0,Consulting
3138,Black,7.0,Consulting
3139,Asian,5.0,Technology
3140,,6.0,Real Estate
3141,White,7.0,Technology
3142,Black,5.0,PE/VC
3143,,7.0,Other
3144,Asian,5.0,PE/VC
3145,Black,5.0,Financial Services
3146,White,6.0,Health Care
3147,Black,4.0,Consulting
3148,,4.0,Other
3149,White,5.0,Consulting
3150,,5.0,PE/VC
3151,Black,6.0,Investment Banking
3152,,5.0,Investment Management
3153,Hispanic,5.0,Other
3154,White,5.0,PE/VC
3155,Asian,6.0,Consulting
3156,,5.0,PE/VC
3157,Black,5.0,Financial Services
3158,Hispanic,5.0,Nonprofit/Gov
3159,Black,6.0,Retail
3160,Black,4.0,Technology
3161,,5.0,Consulting
3162,White,6.0,Real Estate
3163,,4.0,Retail
3164,Hispanic,6.0,Investment Banking
3165,White,6.0,Financial Services
3166,Asian,6.0,Financial Services
3167,White,6.0,CPG
3168,,5.0,Health Care
3169,Asian,3.0,Financial Services
3170,White,5.0,Nonprofit/Gov
3171,White,5.0,Consulting
3172,White,5.0,Financial Services
3173,White,6.0,Consulting
3174,,6.0,Investment Banking
3175,White,4.0,Consulting
3176,White,4.0,Nonprofit/Gov
3177,Hispanic,6.0,Real Estate
3178,,6.0,Health Care
3179,,6.0,PE/VC
3180,,5.0,Retail
3181,Black,6.0,Consulting
3182,Black,4.0,Other
3183,,5.0,Consulting
3184,Asian,5.0,Technology
3185,Other,6.0,Consulting
3186,Hispanic,5.0,Energy
3187,Asian,5.0,Consulting
3188,Hispanic,3.0,Consulting
3189,White,6.0,Health Care
3190,White,7.0,Consulting
3191,,5.0,Investment Banking
3192,,6.0,Consulting
3193,Asian,5.0,Other
3194,Black,5.0,PE/VC
3195,Asian,6.0,Technology
3196,Asian,6.0,PE/VC
3197,,4.0,PE/VC
3198,Asian,6.0,Investment Banking
3199,Black,5.0,CPG
3200,,5.0,PE/VC
3201,,4.0,Real Estate
3202,,5.0,Investment Banking
3203,,7.0,Nonprofit/Gov
3204,Other,5.0,Nonprofit/Gov
3205,Hispanic,6.0,PE/VC
3206,White,6.0,Consulting
3207,,3.0,PE/VC
3208,,7.0,Consulting
3209,Black,4.0,Health Care
3210,Asian,5.0,Real Estate
3211,Hispanic,3.0,Investment Banking
3212,Asian,5.0,Investment Banking
3213,,5.0,Technology
3214,Black,5.0,Nonprofit/Gov
3215,Asian,4.0,PE/VC
3216,Black,5.0,Consulting
3217,,3.0,CPG
3218,White,5.0,Investment Management
3219,Other,6.0,PE/VC
3220,Hispanic,5.0,Technology
3221,Black,7.0,Investment Banking
3222,Asian,4.0,Health Care
3223,Black,5.0,PE/VC
3224,Black,4.0,PE/VC
3225,Asian,5.0,Nonprofit/Gov
3226,,5.0,Energy
3227,,5.0,Investment Management
3228,,4.0,Investment Banking
3229,Black,3.0,Nonprofit/Gov
3230,Asian,4.0,Consulting
3231,Asian,3.0,Investment Management
3232,White,6.0,Investment Banking
3233,,6.0,Other
3234,,5.0,Consulting
3235,,5.0,Other
3236,White,6.0,Nonprofit/Gov
3237,White,6.0,Consulting
3238,White,6.0,Consulting
3239,,6.0,Consulting
3240,White,4.0,Consulting
3241,White,6.0,Media/Entertainment
3242,,4.0,Investment Banking
3243,White,5.0,Investment Banking
3244,Asian,4.0,Technology
3245,Asian,5.0,PE/VC
3246,White,4.0,Consulting
3247,Asian,5.0,Other
3248,White,7.0,Investment Banking
3249,White,6.0,Nonprofit/Gov
3250,,4.0,Consulting
3251,White,5.0,Technology
3252,Hispanic,4.0,Nonprofit/Gov
3253,White,6.0,Investment Banking
3254,Hispanic,5.0,Investment Banking
3255,Hispanic,5.0,PE/VC
3256,,6.0,Investment Banking
3257,,3.0,CPG
3258,,4.0,PE/VC
3259,Other,6.0,Consulting
3260,White,3.0,PE/VC
3261,,5.0,Financial Services
3262,Asian,5.0,Consulting
3263,,4.0,PE/VC
3264,White,7.0,Retail
3265,,5.0,Health Care
3266,Black,7.0,Financial Services
3267,White,5.0,Consulting
3268,,3.0,Nonprofit/Gov
3269,Black,6.0,Financial Services
3270,White,4.0,Other
3271,Asian,4.0,Nonprofit/Gov
3272,,5.0,Nonprofit/Gov
3273,Black,5.0,Technology
3274,Asian,4.0,Consulting
3275,Asian,4.0,Consulting
3276,Black,3.0,Consulting
3277,White,4.0,Consulting
3278,Asian,4.0,Financial Services
3279,Hispanic,6.0,Other
3280,,4.0,Consulting
3281,Black,4.0,Technology
3282,Black,7.0,Health Care
3283,,6.0,Financial Services
3284,,5.0,Other
3285,Hispanic,5.0,Health Care
3286,Asian,6.0,Financial Services
3287,White,3.0,Nonprofit/Gov
3288,Black,5.0,Technology
3289,White,6.0,Nonprofit/Gov
3290,Hispanic,6.0,Health Care
3291,Asian,5.0,CPG
3292,Black,4.0,Consulting
3293,Asian,7.0,Nonprofit/Gov
3294,White,6.0,Consulting
3295,,5.0,Technology
3296,Hispanic,5.0,Consulting
3297,,3.0,Consulting
3298,Hispanic,7.0,Technology
3299,,5.0,Financial Services
3300,,6.0,PE/VC
3301,Asian,4.0,Consulting
3302,White,7.0,CPG
3303,,4.0,Investment Management
3304,White,5.0,Consulting
3305,Black,4.0,Health Care
3306,White,5.0,Consulting
3307,Asian,5.0,PE/VC
3308,White,5.0,Health Care
3309,White,4.0,Nonprofit/Gov
3310,White,4.0,Financial Services
3311,White,4.0,CPG
3312,Hispanic,4.0,Consulting
3313,White,7.0,Financial Services
3314,Black,6.0,PE/VC
3315,Asian,7.0,Health Care
3316,,5.0,Investment Banking
3317,Asian,6.0,CPG
3318,Asian,4.0,PE/VC
3319,,6.0,Financial Services
3320,Asian,5.0,Other
3321,White,6.0,Consulting
3322,Hispanic,6.0,Financial Services
3323,,4.0,PE/VC
3324,Hispanic,6.0,Consulting
3325,Black,5.0,Real Estate
3326,Hispanic,4.0,Consulting
3327,White,6.0,Consulting
3328,White,5.0,Consulting
3329,Black,4.0,Consulting
3330,,5.0,Nonprofit/Gov
3331,Other,6.0,PE/VC
3332,,4.0,Financial Services
3333,,6.0,Consulting
3334,Asian,3.0,Consulting
3335,,5.0,Nonprofit/Gov
3336,,5.0,Consulting
3337,White,5.0,Consulting
3338,White,4.0,Nonprofit/Gov
3339,White,6.0,Consulting
3340,Black,5.0,Consulting
3341,,6.0,Financial Services
3342,,5.0,Consulting
3343,Hispanic,4.0,Financial Services
3344,Asian,5.0,Consulting
3345,White,5.0,Other
3346,White,4.0,Consulting
3347,White,5.0,Investment Management
3348,,4.0,Consulting
3349,Other,5.0,Health Care
3350,White,5.0,Energy
3351,,6.0,Nonprofit/Gov
3352,,5.0,Technology
3353,,5.0,PE/VC
3354,White,5.0,Health Care
3355,,4.0,Investment Banking
3356,Black,5.0,PE/VC
3357,Asian,4.0,Nonprofit/Gov
3358,,3.0,PE/VC
3359,Asian,6.0,Technology
3360,Asian,4.0,Consulting
3361,,7.0,Consulting
3362,,6.0,Technology
3363,White,4.0,Other
3364,,4.0,PE/VC
3365,,4.0,Financial Services
3366,Black,6.0,Nonprofit/Gov
3367,Black,4.0,Consulting
3368,Black,5.0,Consulting
3369,Black,5.0,Consulting
3370,White,5.0,Real Estate
3371,White,6.0,Investment Banking
3372,,3.0,Consulting
3373,Black,6.0,Investment Banking
3374,Black,4.0,Real Estate
3375,White,5.0,PE/VC
3376,,5.0,Investment Banking
3377,,5.0,Investment Banking
3378,,5.0,PE/VC
3379,Hispanic,8.0,Technology
3380,Black,7.0,Nonprofit/Gov
3381,,4.0,Investment Banking
3382,White,7.0,Technology
3383,Black,5.0,Health Care
3384,,6.0,Consulting
3385,,4.0,Investment Banking
3386,,5.0,PE/VC
3387,,5.0,Investment Banking
3388,Asian,4.0,Consulting
3389,Asian,5.0,Health Care
3390,,5.0,Investment Banking
3391,,4.0,Other
3392,,6.0,Consulting
3393,White,6.0,Consulting
3394,Hispanic,6.0,Nonprofit/Gov
3395,Asian,7.0,PE/VC
3396,White,7.0,PE/VC
3397,Other,5.0,Financial Services
3398,Black,4.0,PE/VC
3399,Hispanic,4.0,Consulting
3400,Asian,3.0,PE/VC
3401,Black,5.0,Investment Banking
3402,White,5.0,PE/VC
3403,Black,4.0,Consulting
3404,White,5.0,PE/VC
3405,White,5.0,Consulting
3406,Black,6.0,Real Estate
3407,Hispanic,7.0,Consulting
3408,,4.0,Technology
3409,,5.0,Investment Management
3410,,3.0,PE/VC
3411,White,5.0,Investment Banking
3412,,5.0,Consulting
3413,,5.0,Consulting
3414,White,5.0,Technology
3415,Other,5.0,Nonprofit/Gov
3416,Asian,4.0,PE/VC
3417,Asian,4.0,Consulting
3418,,4.0,Other
3419,,6.0,Technology
3420,Asian,4.0,Consulting
3421,,4.0,Technology
3422,,6.0,Consulting
3423,White,5.0,PE/VC
3424,Black,6.0,Technology
3425,White,5.0,Investment Banking
3426,Asian,4.0,Health Care
3427,Asian,5.0,PE/VC
3428,,4.0,PE/VC
3429,,6.0,Investment Banking
3430,White,6.0,Nonprofit/Gov
3431,,3.0,Nonprofit/Gov
3432,Asian,5.0,Nonprofit/Gov
3433,,6.0,Consulting
3434,White,5.0,PE/VC
3435,Black,3.0,Investment Management
3436,,4.0,Nonprofit/Gov
3437,Asian,5.0,Nonprofit/Gov
3438,,4.0,Nonprofit/Gov
3439,Asian,6.0,Consulting
3440,Hispanic,5.0,Investment Banking
3441,,5.0,Investment Banking
3442,,7.0,Technology
3443,Black,6.0,Consulting
3444,White,5.0,Consulting
3445,White,6.0,Nonprofit/Gov
3446,White,5.0,Investment Banking
3447,Asian,4.0,Consulting
3448,Black,6.0,Nonprofit/Gov
3449,,6.0,Technology
3450,White,7.0,Consulting
3451,White,5.0,Media/Entertainment
3452,White,6.0,Consulting
3453,Asian,5.0,Consulting
3454,White,4.0,Consulting
3455,White,5.0,Technology
3456,,6.0,Nonprofit/Gov
3457,,4.0,Investment Banking
3458,,5.0,Consulting
3459,Asian,6.0,Consulting
3460,,4.0,Consulting
3461,,5.0,Consulting
3462,Other,5.0,Investment Banking
3463,Asian,5.0,Nonprofit/Gov
3464,White,5.0,Consulting
3465,Black,4.0,Consulting
3466,Black,5.0,Financial Services
3467,Asian,5.0,Nonprofit/Gov
3468,Black,5.0,Consulting
3469,Black,6.0,PE/VC
3470,,5.0,Investment Banking
3471,White,6.0,PE/VC
3472,Black,6.0,Financial Services
3473,White,3.0,Consulting
3474,Hispanic,4.0,Financial Services
3475,,6.0,Consulting
3476,,5.0,Consulting
3477,Asian,5.0,CPG
3478,Other,4.0,Technology
3479,Black,4.0,Financial Services
3480,Black,3.0,Consulting
3481,,7.0,Consulting
3482,,2.0,Investment Banking
3483,White,4.0,Nonprofit/Gov
3484,White,4.0,Technology
3485,,6.0,CPG
3486,Hispanic,6.0,Health Care
3487,,4.0,CPG
3488,Black,6.0,Health Care
3489,,3.0,Investment Management
3490,Hispanic,5.0,Consulting
3491,,5.0,Nonprofit/Gov
3492,,4.0,Nonprofit/Gov
3493,,6.0,Other
3494,,6.0,Investment Banking
3495,White,6.0,Consulting
3496,Asian,4.0,Nonprofit/Gov
3497,,5.0,Technology
3498,Black,3.0,Consulting
3499,White,4.0,PE/VC
3500,Asian,5.0,Other
3501,,5.0,Consulting
3502,,7.0,Technology
3503,White,5.0,PE/VC
3504,,5.0,Media/Entertainment
3505,,6.0,Consulting
3506,,5.0,Consulting
3507,White,5.0,Consulting
3508,Black,5.0,Nonprofit/Gov
3509,,3.0,PE/VC
3510,Asian,6.0,Technology
3511,,5.0,Technology
3512,,6.0,Other
3513,Asian,7.0,Investment Banking
3514,,5.0,Media/Entertainment
3515,Black,6.0,Nonprofit/Gov
3516,Black,5.0,Consulting
3517,Black,6.0,Technology
3518,Hispanic,6.0,PE/VC
3519,White,4.0,PE/VC
3520,Asian,5.0,Nonprofit/Gov
3521,Asian,2.0,Investment Banking
3522,Black,6.0,Consulting
3523,Black,5.0,Consulting
3524,White,6.0,Health Care
3525,White,6.0,Consulting
3526,White,6.0,PE/VC
3527,Black,4.0,CPG
3528,Black,6.0,PE/VC
3529,,6.0,Nonprofit/Gov
3530,Asian,5.0,Financial Services
3531,Asian,5.0,Other
3532,,5.0,Financial Services
3533,White,8.0,Consulting
3534,White,6.0,Health Care
3535,White,5.0,Consulting
3536,Black,4.0,Consulting
3537,White,5.0,Investment Banking
3538,White,5.0,Financial Services
3539,Hispanic,5.0,Health Care
3540,White,4.0,Technology
3541,Asian,4.0,Consulting
3542,,6.0,Other
3543,Black,7.0,Nonprofit/Gov
3544,Asian,5.0,Investment Banking
3545,Black,5.0,PE/VC
3546,,2.0,Real Estate
3547,,5.0,PE/VC
3548,Black,4.0,Consulting
3549,Other,5.0,Consulting
3550,Black,7.0,Nonprofit/Gov
3551,Asian,6.0,Investment Banking
3552,,6.0,Consulting
3553,White,5.0,Consulting
3554,Black,7.0,Health Care
3555,Asian,4.0,Consulting
3556,Black,8.0,Investment Management
3557,,6.0,PE/VC
3558,Other,6.0,Technology
3559,White,5.0,Health Care
3560,,5.0,Investment Banking
3561,Black,5.0,Energy
3562,,5.0,PE/VC
3563,,5.0,CPG
3564,Black,5.0,Consulting
3565,Black,5.0,Health Care
3566,,5.0,Investment Management
3567,White,4.0,Investment Management
3568,White,5.0,Financial Services
3569,Hispanic,4.0,Consulting
3570,Other,5.0,Consulting
3571,Black,5.0,Consulting
3572,Asian,5.0,Consulting
3573,White,5.0,Other
3574,Asian,4.0,Technology
3575,White,7.0,Consulting
3576,Asian,4.0,Other
3577,Hispanic,4.0,Financial Services
3578,Hispanic,4.0,PE/VC
3579,Other,5.0,Consulting
3580,White,4.0,PE/VC
3581,Other,5.0,Consulting
3582,Asian,5.0,PE/VC
3583,Black,5.0,Technology
3584,White,3.0,Financial Services
3585,,5.0,Real Estate
3586,,7.0,Consulting
3587,Hispanic,5.0,PE/VC
3588,Hispanic,6.0,Nonprofit/Gov
3589,,6.0,Investment Banking
3590,Hispanic,4.0,Investment Banking
3591,,3.0,Technology
3592,,4.0,PE/VC
3593,Asian,4.0,Other
3594,White,5.0,PE/VC
3595,Asian,5.0,PE/VC
3596,,6.0,Consulting
3597,Asian,7.0,Investment Management
3598,,6.0,Investment Management
3599,Asian,3.0,Consulting
3600,,5.0,Consulting
3601,White,4.0,Consulting
3602,,6.0,Retail
3603,,6.0,Nonprofit/Gov
3604,,5.0,Consulting
3605,Black,5.0,Technology
3606,White,5.0,Consulting
3607,Hispanic,4.0,Consulting
3608,White,3.0,Media/Entertainment
3609,Hispanic,4.0,Consulting
3610,,5.0,Investment Management
3611,Black,2.0,Technology
3612,Black,5.0,Consulting
3613,Asian,4.0,PE/VC
3614,,7.0,PE/VC
3615,Black,4.0,Investment Banking
3616,Asian,6.0,Technology
3617,Asian,4.0,Technology
3618,Asian,7.0,PE/VC
3619,Other,5.0,Other
3620,,3.0,Health Care
3621,,4.0,Technology
3622,,6.0,Consulting
3623,White,6.0,Consulting
3624,Hispanic,4.0,Other
3625,White,6.0,Technology
3626,Black,5.0,Consulting
3627,White,3.0,Technology
3628,White,5.0,PE/VC
3629,,7.0,Other
3630,,6.0,Nonprofit/Gov
3631,,7.0,Technology
3632,,5.0,Real Estate
3633,,3.0,Other
3634,Hispanic,5.0,PE/VC
3635,Asian,7.0,Financial Services
3636,Asian,5.0,Consulting
3637,,5.0,Technology
3638,,6.0,Health Care
3639,Black,5.0,Investment Banking
3640,Asian,5.0,PE/VC
3641,,5.0,Media/Entertainment
3642,Asian,4.0,Consulting
3643,White,5.0,Technology
3644,,6.0,Health Care
3645,White,4.0,Health Care
3646,Black,5.0,Financial Services
3647,White,4.0,PE/VC
3648,White,4.0,Other
3649,White,5.0,Health Care
3650,,5.0,Health Care
3651,Hispanic,6.0,Nonprofit/Gov
3652,Hispanic,3.0,PE/VC
3653,Asian,6.0,Consulting
3654,,6.0,Consulting
3655,White,6.0,Consulting
3656,Asian,4.0,Consulting
3657,Asian,5.0,Other
3658,White,4.0,Technology
3659,Black,4.0,Consulting
3660,White,4.0,Technology
3661,Asian,4.0,Investment Banking
3662,Black,5.0,Investment Banking
3663,Black,3.0,Technology
3664,,6.0,Financial Services
3665,,5.0,Financial Services
3666,Asian,6.0,PE/VC
3667,,6.0,Technology
3668,Black,6.0,Other
3669,Hispanic,7.0,Consulting
3670,Black,3.0,Nonprofit/Gov
3671,Black,3.0,Nonprofit/Gov
3672,White,5.0,Consulting
3673,Hispanic,4.0,Consulting
3674,Black,5.0,Consulting
3675,White,4.0,Consulting
3676,Asian,4.0,Nonprofit/Gov
3677,Black,5.0,Other
3678,White,7.0,Retail
