work_exp,gmat,admission,race,gpa
6.0,780.0,Admit,White,3.38
5.0,660.0,,White,3.02
4.0,590.0,,White,3.07
5.0,610.0,,Asian,3.08
5.0,630.0,,Asian,3.45
4.0,640.0,,Hispanic,3.16
5.0,660.0,Admit,White,3.49
7.0,670.0,,,3.54
4.0,670.0,,,3.0
5.0,720.0,,Black,3.42
7.0,640.0,,White,3.13
7.0,630.0,,Black,3.27
5.0,620.0,,White,3.28
4.0,750.0,,Hispanic,3.39
5.0,660.0,,White,3.2
4.0,620.0,,Hispanic,3.2
5.0,640.0,,White,3.25
4.0,750.0,,,3.2
6.0,630.0,,Hispanic,3.22
5.0,590.0,,White,3.26
4.0,660.0,,White,3.34
6.0,610.0,,White,3.35
4.0,670.0,,Hispanic,3.34
5.0,640.0,,,3.22
4.0,610.0,,,3.12
3.0,580.0,,,3.02
5.0,660.0,,,3.34
4.0,620.0,,,3.17
5.0,730.0,,Hispanic,3.06
4.0,630.0,,Asian,3.14
6.0,720.0,,White,3.36
5.0,670.0,,,3.47
5.0,600.0,Admit,White,3.29
4.0,620.0,,Black,3.03
6.0,670.0,,,3.18
5.0,650.0,,Black,3.36
5.0,690.0,,Hispanic,3.25
6.0,710.0,Admit,Other,3.52
4.0,690.0,Waitlist,White,3.45
4.0,720.0,,White,3.17
5.0,620.0,,White,3.27
6.0,610.0,,Asian,3.23
4.0,620.0,,,3.21
3.0,670.0,,White,3.3
5.0,660.0,,Hispanic,3.4
5.0,650.0,,White,3.36
5.0,570.0,,White,2.99
6.0,690.0,Admit,,3.39
6.0,660.0,Admit,White,3.27
6.0,660.0,Admit,Hispanic,3.46
4.0,640.0,,,3.23
5.0,600.0,,,3.27
7.0,660.0,,White,3.33
4.0,690.0,Admit,,3.29
5.0,590.0,,Other,3.23
4.0,610.0,,Other,3.17
5.0,650.0,,Black,3.11
6.0,630.0,,Black,3.45
5.0,640.0,,White,3.21
5.0,710.0,Admit,White,3.29
4.0,630.0,,Asian,3.31
6.0,620.0,Admit,,3.04
5.0,630.0,,White,3.21
6.0,590.0,,,3.17
6.0,700.0,,Black,3.31
6.0,640.0,,Other,3.24
4.0,640.0,,,3.31
3.0,690.0,Admit,,3.33
4.0,680.0,Admit,,3.23
5.0,700.0,,Hispanic,3.54
3.0,710.0,,Asian,3.41
5.0,720.0,,Black,3.25
4.0,680.0,,White,3.18
6.0,610.0,,,3.33
7.0,720.0,,,3.5
4.0,690.0,,Black,3.51
6.0,620.0,,Black,3.2
3.0,670.0,Admit,Asian,3.55
5.0,680.0,,Black,3.39
6.0,570.0,,Asian,3.35
3.0,650.0,,White,3.14
4.0,650.0,,,3.04
6.0,660.0,Admit,Black,3.35
4.0,580.0,,White,3.13
4.0,660.0,,Hispanic,3.39
6.0,600.0,,,3.07
6.0,750.0,,,3.36
5.0,610.0,,Other,3.13
5.0,690.0,,Other,3.24
6.0,680.0,Admit,Asian,3.55
4.0,650.0,,,3.39
6.0,570.0,,Hispanic,2.96
4.0,640.0,,Asian,3.24
4.0,590.0,,Asian,2.93
5.0,610.0,,,3.16
4.0,690.0,,White,3.35
6.0,680.0,Admit,,3.3
7.0,570.0,,White,3.14
8.0,670.0,,,3.25
5.0,640.0,,Asian,3.08
5.0,630.0,,Hispanic,3.12
4.0,670.0,,Asian,3.19
6.0,590.0,,Black,2.93
7.0,740.0,,,3.32
5.0,600.0,,White,2.97
5.0,690.0,Admit,White,3.6
5.0,640.0,,Black,3.05
4.0,640.0,,Black,3.14
5.0,630.0,,White,3.09
5.0,610.0,,Hispanic,3.25
6.0,620.0,,Black,3.27
6.0,590.0,,Asian,3.05
5.0,590.0,,Black,3.35
5.0,670.0,,Black,3.2
5.0,690.0,Admit,Asian,3.44
6.0,630.0,,Black,3.33
5.0,650.0,,Black,3.21
6.0,650.0,,Black,3.44
4.0,700.0,,Other,3.17
5.0,630.0,,,3.04
5.0,720.0,Admit,Asian,3.44
4.0,570.0,,Other,3.0
7.0,690.0,Admit,Asian,3.3
5.0,710.0,Admit,White,3.41
5.0,580.0,,Asian,2.96
5.0,610.0,,Asian,3.27
5.0,570.0,,,3.33
5.0,630.0,,Black,3.37
5.0,630.0,,Black,3.17
7.0,590.0,,Hispanic,3.04
4.0,740.0,Admit,,3.24
6.0,670.0,,Black,3.26
4.0,600.0,,White,3.22
4.0,600.0,,Asian,3.16
5.0,640.0,,,3.16
5.0,670.0,,,3.31
5.0,740.0,,Black,3.23
5.0,730.0,,,3.36
4.0,630.0,,,3.26
5.0,580.0,,Black,3.27
6.0,630.0,,White,3.49
5.0,670.0,,Black,3.14
4.0,610.0,,Asian,3.26
6.0,750.0,,Asian,3.39
5.0,620.0,,,3.24
3.0,570.0,,,3.2
7.0,660.0,Admit,White,3.45
3.0,620.0,,White,3.21
4.0,740.0,,White,3.46
4.0,740.0,,Black,3.41
3.0,650.0,,Asian,3.23
4.0,710.0,Admit,White,3.37
5.0,620.0,Waitlist,,3.17
7.0,570.0,,,3.26
4.0,630.0,,White,3.18
6.0,680.0,Admit,Black,3.23
6.0,710.0,,White,3.34
6.0,570.0,,,3.02
6.0,700.0,,Black,3.65
5.0,580.0,,White,3.22
6.0,650.0,,Black,3.41
5.0,720.0,Admit,White,3.49
4.0,650.0,,Asian,3.31
6.0,620.0,,Asian,3.27
5.0,680.0,,White,3.24
5.0,620.0,,Asian,2.91
6.0,610.0,,Black,3.37
4.0,600.0,,Black,3.17
5.0,620.0,,White,2.97
4.0,680.0,Admit,White,3.61
6.0,680.0,,Asian,3.31
4.0,710.0,,Asian,3.23
4.0,600.0,,White,3.09
5.0,580.0,Admit,White,3.06
5.0,640.0,Waitlist,White,3.35
6.0,640.0,,Hispanic,3.21
5.0,590.0,,Black,3.16
5.0,710.0,,,3.27
5.0,660.0,,White,3.35
5.0,660.0,,,3.12
6.0,570.0,,Asian,3.03
6.0,710.0,,Asian,3.36
4.0,610.0,,,2.9
6.0,720.0,Admit,White,3.26
5.0,620.0,,White,3.15
4.0,760.0,,,3.26
4.0,680.0,Admit,,3.33
5.0,570.0,,White,3.24
5.0,650.0,,White,3.35
4.0,640.0,,Asian,3.34
4.0,570.0,,Other,2.97
5.0,640.0,,White,3.13
5.0,590.0,,,2.91
6.0,610.0,,Asian,3.24
5.0,580.0,,,3.11
4.0,710.0,,,3.1
5.0,670.0,,Asian,3.41
5.0,620.0,,White,3.15
5.0,620.0,,Other,3.27
4.0,580.0,,White,3.13
6.0,630.0,,White,3.21
5.0,660.0,,Asian,3.08
4.0,750.0,,Black,3.58
4.0,570.0,,,2.97
5.0,630.0,,Hispanic,3.18
2.0,700.0,,Asian,3.61
5.0,630.0,,White,3.33
6.0,570.0,,,3.09
5.0,650.0,,White,3.29
5.0,670.0,Admit,White,3.25
5.0,770.0,,Hispanic,3.45
6.0,620.0,,,3.16
5.0,570.0,,Asian,2.94
6.0,660.0,,Black,3.02
4.0,570.0,,Other,3.14
3.0,660.0,,White,3.12
6.0,580.0,,,3.1
5.0,570.0,,Hispanic,3.36
5.0,710.0,,Asian,3.42
6.0,700.0,,Black,3.29
6.0,730.0,Admit,,3.35
4.0,630.0,,Asian,3.07
6.0,650.0,,Hispanic,3.23
6.0,650.0,,Asian,3.17
7.0,710.0,,,3.27
5.0,580.0,,White,3.18
7.0,640.0,,,3.13
4.0,680.0,,White,3.07
5.0,610.0,Admit,Asian,3.1
6.0,600.0,,Asian,3.11
5.0,670.0,,,3.1
3.0,670.0,,Black,3.3
4.0,670.0,,Asian,3.25
5.0,580.0,,,2.99
5.0,610.0,,Asian,3.15
3.0,720.0,,Asian,3.42
4.0,750.0,,White,3.38
5.0,580.0,,Asian,3.1
4.0,650.0,,Black,3.2
4.0,660.0,,Hispanic,3.29
6.0,680.0,,Black,3.34
6.0,620.0,,Hispanic,3.16
5.0,660.0,Admit,White,3.37
6.0,620.0,Admit,White,3.15
6.0,690.0,Admit,Asian,3.35
7.0,710.0,,Asian,3.37
5.0,580.0,,Asian,3.19
5.0,670.0,,,3.33
4.0,670.0,Admit,,3.29
5.0,640.0,,Other,3.24
5.0,600.0,,White,3.12
5.0,690.0,,,3.36
4.0,670.0,,Black,3.36
5.0,630.0,,White,3.17
6.0,640.0,,Hispanic,3.35
5.0,630.0,,,3.38
5.0,590.0,,Asian,3.05
5.0,610.0,,Other,3.03
5.0,600.0,,White,3.16
5.0,610.0,,,3.1
4.0,610.0,,White,2.97
6.0,720.0,,White,3.14
4.0,710.0,,White,3.39
5.0,780.0,,White,3.43
7.0,630.0,,White,3.3
5.0,570.0,,,3.01
4.0,590.0,,White,3.13
3.0,630.0,,,3.32
6.0,570.0,,,2.78
4.0,640.0,Waitlist,Asian,3.37
4.0,780.0,,,3.58
5.0,630.0,,White,3.25
7.0,670.0,,White,3.13
3.0,660.0,,,3.32
6.0,740.0,Admit,Asian,3.26
4.0,600.0,,Asian,3.12
7.0,600.0,,,3.18
3.0,640.0,,Black,3.15
3.0,630.0,,Asian,3.19
4.0,590.0,,White,3.03
7.0,750.0,Admit,,3.26
5.0,610.0,,Hispanic,3.29
4.0,570.0,,White,3.08
5.0,640.0,,White,2.98
5.0,740.0,Admit,White,3.51
6.0,570.0,Admit,Other,3.17
6.0,720.0,,,3.32
5.0,700.0,Admit,Asian,3.27
4.0,650.0,,White,3.43
5.0,590.0,,,3.01
4.0,670.0,,Hispanic,3.31
5.0,650.0,,Asian,3.24
7.0,660.0,,Asian,3.14
5.0,630.0,,Black,2.96
4.0,570.0,,White,2.98
4.0,730.0,,Other,3.3
6.0,730.0,,,3.19
4.0,600.0,,,3.3
4.0,580.0,,Asian,3.22
5.0,600.0,,,3.08
4.0,640.0,,White,3.18
5.0,600.0,,Hispanic,3.28
5.0,600.0,,,3.11
4.0,610.0,,White,3.11
6.0,650.0,,,3.41
5.0,630.0,,Black,3.23
6.0,640.0,,,3.35
4.0,620.0,,,3.29
5.0,690.0,,Hispanic,3.36
6.0,660.0,,Asian,3.25
4.0,660.0,,Black,3.45
6.0,570.0,,Asian,3.32
7.0,640.0,,Black,3.08
6.0,660.0,Admit,,3.41
6.0,570.0,,White,3.07
5.0,630.0,,Black,3.19
4.0,710.0,Admit,,3.5
6.0,600.0,,Asian,3.3
5.0,570.0,,White,3.24
6.0,590.0,,Hispanic,3.18
6.0,640.0,,,3.2
4.0,620.0,,,3.18
5.0,650.0,,,3.33
5.0,720.0,Admit,,3.5
6.0,600.0,,White,3.23
5.0,630.0,,White,3.32
7.0,690.0,,,3.38
5.0,700.0,,Other,3.36
4.0,680.0,,White,3.19
6.0,600.0,,,3.12
6.0,650.0,,,3.31
3.0,680.0,Admit,,3.27
5.0,590.0,,,2.96
7.0,720.0,,Black,3.24
3.0,640.0,,White,3.3
6.0,700.0,Admit,Hispanic,3.33
5.0,600.0,,,2.86
5.0,680.0,Admit,,3.5
4.0,600.0,,Black,3.24
6.0,650.0,,White,3.51
6.0,590.0,,,3.17
4.0,660.0,,White,3.19
4.0,610.0,,Black,3.29
4.0,660.0,,Black,3.32
5.0,610.0,,,3.27
5.0,570.0,,Asian,2.95
7.0,700.0,,,2.99
3.0,750.0,,,3.28
5.0,680.0,Admit,White,3.22
5.0,630.0,,,3.03
6.0,630.0,,,3.24
4.0,580.0,,Black,3.02
5.0,690.0,,,3.48
4.0,780.0,Admit,White,3.39
4.0,570.0,,,3.18
6.0,670.0,Waitlist,White,3.26
3.0,740.0,,,3.42
4.0,670.0,Admit,Hispanic,3.4
4.0,690.0,,Black,3.33
4.0,710.0,,,3.29
5.0,570.0,,,3.25
6.0,760.0,,,3.31
6.0,660.0,,White,3.33
4.0,600.0,,White,3.24
4.0,640.0,,Asian,3.02
5.0,620.0,,Asian,3.14
6.0,640.0,,,3.26
5.0,630.0,,,3.12
6.0,600.0,,Black,3.23
6.0,590.0,,Hispanic,2.98
6.0,620.0,,Asian,3.2
3.0,660.0,Admit,,3.28
4.0,700.0,Admit,Asian,3.58
6.0,640.0,,Other,3.07
5.0,640.0,,Hispanic,3.49
5.0,750.0,,,3.54
5.0,710.0,Admit,,3.38
6.0,660.0,,Asian,3.04
5.0,570.0,,,3.08
4.0,690.0,,Hispanic,3.39
4.0,590.0,Admit,Asian,2.97
5.0,770.0,Admit,,3.4
6.0,640.0,,Asian,3.42
5.0,590.0,,White,3.16
6.0,660.0,,Asian,3.4
3.0,660.0,,,3.26
5.0,630.0,,Black,3.14
5.0,570.0,,,3.07
6.0,670.0,,Black,3.24
4.0,600.0,,White,3.14
6.0,580.0,,Black,3.33
6.0,660.0,,Other,3.28
4.0,650.0,,Hispanic,3.37
3.0,580.0,,,3.05
4.0,650.0,,Hispanic,3.23
5.0,660.0,Admit,Asian,3.36
5.0,740.0,,Black,3.45
6.0,680.0,,,3.39
5.0,690.0,,Asian,3.05
5.0,640.0,,White,3.16
6.0,740.0,,White,3.48
5.0,670.0,Admit,Asian,3.25
6.0,710.0,Admit,Asian,3.25
5.0,630.0,,White,3.34
4.0,670.0,,Hispanic,3.19
4.0,780.0,Admit,,3.27
4.0,730.0,,Hispanic,3.3
7.0,690.0,,White,3.21
6.0,690.0,,,3.38
7.0,610.0,,White,3.29
6.0,720.0,,,3.38
5.0,670.0,,Asian,3.28
4.0,650.0,,,3.13
5.0,650.0,,,3.19
8.0,590.0,,White,3.15
5.0,630.0,,Black,3.42
4.0,730.0,Admit,Black,3.42
5.0,710.0,Admit,,3.3
5.0,670.0,Admit,Other,3.29
6.0,730.0,,Hispanic,3.48
5.0,710.0,Admit,,3.32
4.0,730.0,Admit,White,3.43
6.0,580.0,,Asian,3.07
6.0,750.0,Admit,White,3.32
5.0,670.0,,,3.18
4.0,610.0,,Asian,3.27
5.0,730.0,,Other,3.27
4.0,590.0,,Black,2.94
5.0,700.0,Admit,Black,3.47
3.0,610.0,,White,3.23
5.0,600.0,,Hispanic,3.37
5.0,600.0,,Asian,3.17
5.0,760.0,Admit,Asian,3.64
6.0,630.0,,Asian,3.24
5.0,610.0,,Black,3.31
5.0,720.0,,,3.34
6.0,710.0,,Hispanic,3.41
3.0,590.0,,Asian,3.26
6.0,590.0,Admit,,3.19
4.0,570.0,,,2.92
5.0,670.0,,,3.59
6.0,600.0,,,3.31
5.0,600.0,,Other,3.16
5.0,700.0,,,3.26
5.0,630.0,,Black,3.16
4.0,570.0,,,3.37
5.0,630.0,,White,3.25
6.0,750.0,Waitlist,Asian,3.4
5.0,650.0,,Black,3.42
5.0,650.0,,White,3.29
5.0,590.0,,,3.15
6.0,630.0,,Hispanic,3.51
6.0,660.0,,Black,3.07
4.0,580.0,,Asian,3.17
5.0,590.0,,Asian,3.0
4.0,640.0,,Asian,3.18
4.0,670.0,,Black,3.18
5.0,680.0,Admit,White,3.39
5.0,650.0,,,3.22
4.0,640.0,,,3.31
6.0,640.0,,Hispanic,3.45
5.0,640.0,,Hispanic,3.11
4.0,570.0,,White,3.19
4.0,580.0,,,3.03
5.0,650.0,,White,3.18
6.0,620.0,,Asian,3.42
5.0,660.0,,Other,3.35
6.0,620.0,,White,3.03
4.0,620.0,,White,3.28
6.0,660.0,,Black,3.1
4.0,590.0,,,3.15
6.0,610.0,,White,3.21
5.0,730.0,Admit,Black,3.5
5.0,620.0,,,3.12
4.0,610.0,,Black,3.24
5.0,660.0,Admit,,3.31
6.0,650.0,,,3.25
6.0,580.0,,Asian,3.01
4.0,740.0,,White,3.51
3.0,740.0,,,3.36
5.0,680.0,,Asian,3.09
5.0,570.0,,,3.03
6.0,640.0,,White,3.19
7.0,570.0,,,2.88
5.0,700.0,Admit,White,3.42
5.0,610.0,,White,3.25
5.0,630.0,,,3.23
6.0,660.0,,Asian,3.21
4.0,700.0,Admit,Asian,3.29
7.0,660.0,,,3.49
2.0,590.0,,White,3.24
6.0,570.0,,,3.15
6.0,570.0,,Black,3.07
5.0,580.0,,,3.22
4.0,680.0,,Asian,3.37
5.0,650.0,,,3.25
5.0,610.0,,Hispanic,3.11
5.0,620.0,,White,3.31
6.0,720.0,,Black,3.22
4.0,670.0,,Black,3.18
5.0,600.0,,White,3.28
5.0,660.0,Admit,,3.32
3.0,670.0,,Asian,3.35
5.0,700.0,Admit,,3.65
4.0,690.0,,,3.58
5.0,710.0,,White,3.43
5.0,580.0,,Black,3.17
4.0,650.0,,Hispanic,2.98
6.0,610.0,,White,2.91
5.0,610.0,,White,3.12
6.0,710.0,,Black,3.22
5.0,590.0,,White,3.32
4.0,650.0,,White,3.22
5.0,590.0,,White,3.02
4.0,610.0,,Asian,3.29
5.0,570.0,,,3.23
6.0,580.0,,,3.21
6.0,640.0,,Black,3.24
6.0,690.0,,Hispanic,3.3
4.0,620.0,,,3.23
6.0,670.0,,,3.39
4.0,610.0,,Asian,3.26
5.0,670.0,Admit,,3.49
4.0,640.0,,Asian,3.26
4.0,570.0,,Black,3.19
5.0,660.0,,Hispanic,3.14
5.0,630.0,,Asian,3.3
4.0,700.0,,Asian,3.26
4.0,570.0,,Asian,3.17
5.0,680.0,Admit,White,3.55
5.0,630.0,,Black,3.18
6.0,710.0,,Asian,3.26
6.0,610.0,,Asian,3.19
4.0,650.0,,White,3.22
4.0,690.0,Admit,White,3.48
6.0,650.0,,,3.38
5.0,570.0,,,3.09
3.0,670.0,,,3.01
5.0,740.0,Admit,White,3.43
4.0,730.0,,White,3.2
4.0,640.0,,White,3.13
5.0,600.0,,,2.98
5.0,620.0,,Black,3.4
4.0,660.0,Waitlist,Hispanic,3.38
6.0,620.0,,Black,3.19
5.0,600.0,,Black,3.25
6.0,650.0,,,3.2
5.0,580.0,,White,3.19
7.0,700.0,,Other,3.44
5.0,670.0,Admit,White,3.35
5.0,670.0,,,3.13
4.0,650.0,,,3.19
6.0,700.0,,,3.2
6.0,640.0,,,3.12
5.0,700.0,Admit,,3.26
4.0,580.0,,White,3.35
5.0,680.0,,Hispanic,3.28
5.0,760.0,Admit,White,3.37
4.0,670.0,,Asian,3.26
6.0,690.0,,Asian,3.37
6.0,600.0,,,3.28
5.0,610.0,,,2.96
6.0,630.0,Admit,,3.17
5.0,570.0,,,3.31
3.0,650.0,,Black,3.37
5.0,610.0,,Hispanic,3.26
5.0,680.0,Admit,Asian,3.46
4.0,630.0,,Black,3.25
4.0,750.0,Admit,Hispanic,3.35
5.0,600.0,,Asian,3.2
5.0,610.0,,White,3.33
4.0,620.0,,,3.16
5.0,600.0,,White,3.07
7.0,720.0,Admit,,3.47
5.0,640.0,,,3.29
6.0,670.0,Admit,White,3.24
4.0,590.0,,Black,3.02
4.0,620.0,,White,3.23
7.0,720.0,,Asian,3.11
3.0,630.0,,Hispanic,3.38
6.0,750.0,Admit,,3.55
6.0,700.0,Admit,,3.35
4.0,570.0,,Asian,3.29
5.0,570.0,,,3.16
5.0,660.0,,Asian,3.11
5.0,670.0,,White,3.18
6.0,650.0,,Black,3.0
5.0,630.0,,Hispanic,3.05
5.0,640.0,,Black,3.14
6.0,610.0,,Other,3.23
7.0,670.0,,,3.37
4.0,710.0,Admit,White,3.23
4.0,670.0,Admit,White,3.26
4.0,590.0,,Asian,3.08
7.0,680.0,,,3.33
6.0,670.0,Admit,,3.42
6.0,680.0,,White,3.2
5.0,620.0,,,3.22
5.0,710.0,Admit,White,3.51
6.0,610.0,,Black,3.28
5.0,680.0,,Black,3.41
7.0,620.0,,Asian,3.16
4.0,590.0,,Black,3.1
6.0,680.0,,Hispanic,3.49
6.0,650.0,,White,3.2
3.0,570.0,,,3.36
4.0,630.0,,Black,3.13
6.0,570.0,,White,3.04
5.0,660.0,Admit,White,3.45
6.0,640.0,,White,3.41
5.0,660.0,,,3.35
6.0,660.0,,Black,3.23
5.0,650.0,,Asian,3.26
4.0,630.0,,Asian,3.13
5.0,600.0,,,3.07
6.0,660.0,,Hispanic,3.42
4.0,720.0,Admit,Asian,3.36
3.0,640.0,,Other,3.33
4.0,600.0,,Hispanic,3.31
4.0,670.0,,,3.25
4.0,720.0,,Black,3.45
6.0,600.0,,White,3.32
5.0,640.0,,Hispanic,3.39
5.0,670.0,Waitlist,White,3.36
5.0,670.0,Admit,White,3.35
7.0,600.0,,Hispanic,2.92
3.0,720.0,Admit,White,3.28
7.0,610.0,,Other,3.38
5.0,780.0,Admit,,3.54
4.0,660.0,Admit,Hispanic,3.48
5.0,740.0,Admit,,3.7
5.0,630.0,,,3.12
4.0,590.0,,White,3.16
5.0,590.0,,,3.18
6.0,710.0,Admit,Black,3.34
3.0,680.0,,Black,3.14
5.0,610.0,,,3.04
5.0,690.0,Admit,White,3.53
5.0,640.0,,,3.21
4.0,660.0,,Asian,3.21
5.0,770.0,Admit,,3.47
3.0,680.0,,Asian,3.43
5.0,620.0,,Asian,3.06
4.0,680.0,,White,3.18
5.0,590.0,,,3.29
5.0,640.0,,,3.29
4.0,700.0,,,3.44
6.0,610.0,,Black,2.96
5.0,640.0,,,3.28
5.0,670.0,Admit,White,3.25
5.0,570.0,,White,2.86
6.0,660.0,,,3.25
5.0,580.0,,Asian,3.27
5.0,690.0,,Asian,3.28
6.0,620.0,,Hispanic,3.34
4.0,720.0,,,3.3
7.0,710.0,Admit,White,3.37
6.0,720.0,,Asian,3.34
5.0,630.0,,,3.24
4.0,670.0,,Hispanic,3.47
4.0,670.0,,,3.19
3.0,720.0,,,3.58
4.0,640.0,,,3.11
4.0,680.0,,White,3.16
4.0,670.0,Admit,Hispanic,3.27
5.0,660.0,,White,3.29
4.0,570.0,,Other,3.24
7.0,620.0,,White,3.18
5.0,590.0,,,3.11
6.0,620.0,,Asian,3.09
5.0,590.0,,,3.11
4.0,710.0,,Black,3.39
5.0,670.0,Waitlist,White,3.28
6.0,640.0,,,3.18
4.0,570.0,,Asian,3.12
4.0,700.0,Admit,,3.41
5.0,580.0,,White,3.3
6.0,640.0,,,3.13
6.0,700.0,,,3.09
3.0,650.0,,Black,3.12
6.0,670.0,Admit,White,3.34
4.0,570.0,,White,3.11
5.0,730.0,Admit,,3.44
5.0,660.0,,Hispanic,3.26
6.0,750.0,,Black,3.4
5.0,610.0,Admit,,3.24
4.0,760.0,Admit,White,3.47
5.0,660.0,,,3.17
5.0,760.0,,Black,3.48
4.0,690.0,,White,3.36
4.0,690.0,,White,3.13
5.0,680.0,,,3.67
5.0,570.0,,,3.13
4.0,590.0,,,3.03
5.0,580.0,,,3.26
5.0,690.0,,White,3.66
6.0,570.0,,Other,3.25
6.0,590.0,,,3.11
5.0,700.0,,,3.26
4.0,570.0,,White,3.31
6.0,630.0,,White,3.24
3.0,690.0,,,3.36
5.0,610.0,,Asian,3.31
4.0,590.0,,Asian,2.97
5.0,570.0,,Other,3.16
5.0,650.0,,Hispanic,3.34
5.0,650.0,,Black,3.11
6.0,620.0,,,3.06
5.0,630.0,,Hispanic,3.19
5.0,670.0,,Asian,3.18
4.0,620.0,,White,3.07
4.0,650.0,,,3.26
5.0,570.0,,Asian,3.2
3.0,600.0,,Hispanic,3.14
5.0,630.0,,Black,3.1
3.0,710.0,,,3.27
5.0,620.0,,White,3.3
5.0,640.0,,Other,3.25
7.0,650.0,,Hispanic,3.21
6.0,700.0,Admit,Asian,3.27
5.0,750.0,Admit,White,3.5
5.0,710.0,,Black,3.11
5.0,580.0,,White,3.0
6.0,670.0,Admit,Other,3.23
5.0,610.0,,White,3.23
5.0,720.0,,Hispanic,3.35
3.0,600.0,,Hispanic,3.14
6.0,750.0,,Asian,3.49
6.0,680.0,,White,3.35
5.0,710.0,,Asian,3.34
6.0,700.0,Admit,,3.38
4.0,610.0,,Hispanic,2.95
6.0,650.0,,Asian,3.4
5.0,670.0,,,3.38
5.0,670.0,,,3.3
6.0,590.0,,Black,3.18
5.0,600.0,,Asian,2.97
6.0,650.0,Admit,White,3.26
5.0,640.0,,,3.15
5.0,640.0,,,3.33
4.0,760.0,,,3.37
4.0,780.0,,Asian,3.32
4.0,620.0,,Asian,3.31
6.0,720.0,,White,3.71
5.0,680.0,,,3.11
5.0,690.0,,Hispanic,3.19
5.0,710.0,,White,3.66
5.0,620.0,,Other,3.26
4.0,660.0,,,3.33
4.0,570.0,,,2.95
5.0,620.0,,,3.09
4.0,660.0,,Hispanic,3.3
4.0,610.0,,,2.93
4.0,600.0,,Asian,3.31
7.0,660.0,,,3.4
5.0,700.0,,,3.31
6.0,740.0,,Hispanic,3.51
5.0,720.0,Admit,Hispanic,3.27
7.0,680.0,,Asian,3.16
4.0,670.0,,Asian,3.19
6.0,710.0,Admit,,3.3
7.0,660.0,,White,3.2
5.0,590.0,,,3.04
5.0,690.0,,Black,3.48
5.0,700.0,,Black,3.19
3.0,670.0,,White,3.24
4.0,620.0,,Hispanic,3.23
5.0,630.0,,Black,3.29
5.0,580.0,,,3.18
6.0,650.0,,Hispanic,3.24
5.0,620.0,,Black,3.15
6.0,620.0,Admit,White,3.35
4.0,570.0,,Asian,3.21
6.0,620.0,,Hispanic,3.18
4.0,660.0,,White,3.38
5.0,610.0,,Black,3.18
3.0,640.0,,,3.18
5.0,750.0,Admit,,3.33
4.0,630.0,,,3.23
4.0,670.0,Waitlist,White,3.41
8.0,700.0,,,3.5
3.0,720.0,,,3.43
5.0,580.0,,,2.97
5.0,750.0,,White,3.58
6.0,700.0,,Asian,3.12
6.0,640.0,,Asian,3.25
6.0,640.0,,Hispanic,3.17
3.0,620.0,,,2.91
6.0,690.0,,,3.53
6.0,660.0,,White,3.3
5.0,730.0,Admit,,3.38
5.0,570.0,,,2.99
4.0,610.0,,Asian,3.13
5.0,650.0,,,3.47
4.0,740.0,,,3.37
5.0,660.0,,,3.29
5.0,620.0,,Black,3.36
6.0,710.0,,,3.37
5.0,690.0,,Hispanic,3.29
6.0,700.0,,,3.38
4.0,670.0,,,3.16
7.0,700.0,Admit,White,3.35
5.0,640.0,,,3.25
5.0,680.0,,,3.35
4.0,640.0,,Black,3.0
5.0,640.0,,Black,3.27
6.0,760.0,Admit,White,3.31
4.0,710.0,,Hispanic,3.55
5.0,710.0,,Asian,3.24
7.0,620.0,,Black,3.15
4.0,780.0,Waitlist,Black,3.31
6.0,600.0,,Asian,3.28
4.0,650.0,,,3.31
6.0,700.0,,Asian,3.33
5.0,690.0,,,3.13
6.0,720.0,Admit,White,3.3
5.0,620.0,,,3.28
5.0,720.0,,Black,3.51
6.0,660.0,,,3.37
6.0,620.0,,Asian,3.19
4.0,620.0,,White,3.34
5.0,680.0,Admit,White,3.25
2.0,600.0,,,3.3
5.0,640.0,,,3.14
5.0,580.0,,Black,3.46
6.0,680.0,Admit,,3.28
6.0,570.0,,White,3.34
6.0,620.0,,Asian,3.15
5.0,680.0,,,3.46
4.0,700.0,,White,3.16
4.0,600.0,,Black,3.18
5.0,660.0,,White,3.39
3.0,580.0,,,3.21
5.0,670.0,,Black,3.14
5.0,650.0,,White,3.11
7.0,780.0,,White,3.63
7.0,740.0,,Asian,3.32
6.0,630.0,,Black,3.16
4.0,720.0,Admit,Other,3.44
5.0,740.0,,,3.41
5.0,720.0,,,3.21
6.0,680.0,,,3.38
6.0,720.0,,White,3.39
6.0,660.0,Waitlist,Other,3.28
5.0,650.0,,White,3.11
5.0,660.0,,White,3.19
7.0,650.0,,,3.2
4.0,680.0,,,3.15
5.0,640.0,Waitlist,White,3.03
5.0,660.0,,Asian,3.35
5.0,730.0,Admit,Asian,3.41
4.0,620.0,,Black,3.14
4.0,670.0,,Black,3.2
5.0,630.0,Admit,,3.0
6.0,600.0,,Asian,3.51
5.0,710.0,,Asian,3.21
4.0,590.0,,Asian,3.3
4.0,570.0,,,3.08
6.0,640.0,,White,3.29
4.0,690.0,,,3.3
5.0,680.0,,Asian,3.15
5.0,640.0,,Hispanic,3.2
6.0,620.0,,Asian,3.35
5.0,600.0,,White,3.23
5.0,710.0,,Asian,3.37
5.0,750.0,,White,3.49
6.0,620.0,,White,3.23
