international,application_id,gender,major,work_industry,admission
False,2048,Male,STEM,Real Estate,
False,3753,Male,STEM,Other,
False,5285,Male,Humanities,Financial Services,Admit
False,5129,Male,Humanities,PE/VC,
False,5100,Female,Business,Technology,
True,4614,Male,Business,Real Estate,
False,2701,Male,STEM,Other,
False,610,Female,STEM,Nonprofit/Gov,Admit
False,4393,Male,Business,Investment Banking,Admit
False,760,Male,Humanities,Technology,
False,6048,Male,Humanities,Retail,
False,4049,Male,STEM,Nonprofit/Gov,Admit
False,2695,Male,STEM,PE/VC,
True,5132,Female,Humanities,Nonprofit/Gov,
True,5097,Male,Humanities,Consulting,
False,3281,Male,Business,Technology,Waitlist
False,2537,Male,Business,Technology,
False,407,Male,STEM,Investment Banking,
False,117,Female,STEM,Consulting,Admit
False,1510,Female,Business,Investment Banking,
True,5515,Male,Humanities,Investment Management,
False,2239,Female,STEM,Other,
True,3971,Male,Humanities,Investment Management,
False,68,Male,STEM,Technology,
False,4766,Female,Humanities,Nonprofit/Gov,
True,5036,Female,Humanities,Consulting,
True,1004,Male,Business,PE/VC,
False,2295,Female,Humanities,Real Estate,
True,4449,Male,Humanities,Financial Services,Admit
False,5106,Female,Business,Consulting,
False,4600,Female,STEM,Nonprofit/Gov,
True,2887,Male,STEM,Nonprofit/Gov,
False,1056,Male,STEM,Investment Management,
True,2736,Male,Business,Consulting,
True,5907,Female,STEM,Investment Management,
True,4104,Male,Business,Technology,
False,5079,Male,Humanities,PE/VC,
False,5145,Male,Humanities,PE/VC,
False,3058,Male,Humanities,Technology,
True,3433,Male,Humanities,Consulting,
False,4050,Male,Business,Nonprofit/Gov,
False,3950,Female,Business,PE/VC,
True,972,Male,Business,Consulting,
False,1949,Male,Humanities,Investment Banking,
False,1197,Male,STEM,Other,Admit
False,2152,Female,Business,Investment Banking,
False,791,Female,STEM,PE/VC,
False,311,Male,Business,Investment Management,Admit
False,4779,Male,STEM,Consulting,
True,5266,Female,STEM,Consulting,
True,893,Male,Humanities,Consulting,
False,2209,Male,STEM,PE/VC,
False,2236,Female,Business,Retail,
False,2699,Male,STEM,Consulting,
True,5946,Male,Business,Financial Services,
False,1626,Male,STEM,Investment Management,
False,2396,Male,Business,Nonprofit/Gov,
False,4211,Male,STEM,Technology,
False,2000,Female,Business,Investment Banking,
False,2377,Male,Humanities,Nonprofit/Gov,
False,4106,Female,Business,Financial Services,
True,5185,Female,STEM,Consulting,
False,1796,Female,Business,Consulting,
False,1906,Male,Humanities,PE/VC,
False,218,Female,Humanities,Consulting,Admit
True,3297,Male,Business,Consulting,
False,3925,Female,Business,PE/VC,
False,2005,Female,Business,Health Care,Admit
False,55,Male,STEM,Consulting,
False,1145,Male,Business,Consulting,
True,5540,Female,STEM,Financial Services,Admit
True,5031,Male,Humanities,Technology,
False,3977,Male,STEM,CPG,
False,5182,Female,Humanities,Technology,
True,4561,Male,Humanities,Other,
False,1020,Female,STEM,PE/VC,
False,2998,Female,STEM,PE/VC,
True,154,Female,Business,Consulting,Admit
False,3840,Female,STEM,Consulting,
False,4934,Female,Business,Consulting,
True,5301,Male,Business,PE/VC,
False,3287,Female,STEM,Nonprofit/Gov,
False,99,Male,Humanities,Health Care,
False,305,Male,STEM,Investment Banking,Admit
False,5919,Male,STEM,Consulting,
False,333,Male,STEM,Other,
False,3554,Female,Business,Health Care,
True,138,Male,Humanities,Consulting,
False,4424,Male,STEM,Technology,Admit
False,1968,Female,Humanities,Consulting,
False,5696,Male,Business,Other,
False,170,Female,Business,Health Care,Admit
False,834,Male,STEM,Technology,
True,4520,Male,STEM,Nonprofit/Gov,
True,3075,Female,Humanities,Health Care,
False,2659,Male,STEM,Technology,
True,3268,Male,STEM,Nonprofit/Gov,
False,4830,Male,STEM,Consulting,
True,5457,Male,STEM,Consulting,
False,3375,Female,Humanities,PE/VC,
False,930,Male,Business,Consulting,
False,4697,Male,Humanities,Technology,
True,4321,Female,Humanities,Investment Banking,
True,5837,Male,STEM,Investment Banking,
False,2961,Male,Humanities,Consulting,Admit
False,1945,Female,Humanities,PE/VC,
False,1406,Male,Business,Nonprofit/Gov,
False,4130,Male,Humanities,Investment Banking,
False,4446,Female,STEM,Consulting,
True,5288,Male,Business,Investment Banking,
True,907,Male,Humanities,Consulting,
False,2794,Male,STEM,Technology,
True,3300,Male,STEM,PE/VC,Admit
False,3795,Male,Humanities,Technology,
True,4788,Female,Business,Nonprofit/Gov,
True,4232,Male,STEM,Consulting,
False,3984,Male,STEM,PE/VC,
False,3315,Male,Humanities,Health Care,
False,5363,Male,Business,Consulting,Waitlist
False,6095,Male,Humanities,PE/VC,
False,3569,Male,Business,Consulting,
False,5081,Male,STEM,Investment Banking,
True,233,Male,STEM,Technology,
False,3206,Female,Business,Consulting,
False,5122,Female,Business,Consulting,
False,2300,Female,STEM,Nonprofit/Gov,
False,4074,Male,STEM,Consulting,
True,3735,Male,Humanities,PE/VC,
False,5222,Female,STEM,Consulting,
False,3957,Male,STEM,Nonprofit/Gov,Admit
True,1198,Male,STEM,Financial Services,
False,3699,Male,Humanities,PE/VC,
False,1319,Male,STEM,Investment Banking,
False,5760,Female,Business,Nonprofit/Gov,
True,5522,Male,STEM,Nonprofit/Gov,
False,5378,Female,Business,PE/VC,
False,1725,Female,Humanities,Consulting,
False,5459,Male,Humanities,Other,
True,4295,Female,STEM,Other,
False,3089,Female,STEM,PE/VC,
True,4802,Male,Business,Consulting,
False,1873,Female,Business,Technology,Admit
True,324,Female,Humanities,Nonprofit/Gov,Admit
False,3068,Female,Humanities,Retail,Admit
False,4314,Female,Business,Financial Services,
False,341,Female,Business,Real Estate,Admit
True,4707,Male,Business,Nonprofit/Gov,
True,4455,Male,Business,Energy,Admit
False,1537,Male,Business,Consulting,
False,1017,Female,Humanities,CPG,Admit
False,3515,Female,Business,Nonprofit/Gov,
False,5414,Female,Humanities,Consulting,
False,5804,Male,Humanities,PE/VC,
False,1932,Male,STEM,Investment Management,
False,2759,Male,Humanities,Investment Management,
False,2770,Male,STEM,Consulting,
False,2644,Male,STEM,PE/VC,
False,1332,Male,STEM,Nonprofit/Gov,
False,6054,Female,Business,Financial Services,
False,2594,Male,STEM,Consulting,
True,5361,Male,STEM,Consulting,
False,1990,Male,STEM,PE/VC,
False,2160,Male,Business,Consulting,
False,974,Male,Business,Other,
False,34,Female,STEM,Consulting,Admit
True,5519,Male,STEM,Investment Banking,Admit
False,2850,Male,STEM,Other,
False,980,Male,STEM,PE/VC,
False,4820,Male,STEM,Investment Banking,
True,2141,Male,Humanities,Nonprofit/Gov,
True,494,Female,STEM,Nonprofit/Gov,Admit
False,460,Male,Business,Consulting,Admit
True,4884,Male,Business,Other,
False,1830,Male,Humanities,Other,
False,2626,Male,Business,Consulting,
True,2053,Female,Humanities,Consulting,
False,3823,Female,STEM,PE/VC,
False,4129,Female,Business,Consulting,
True,5998,Female,STEM,Technology,
False,3049,Male,Humanities,Nonprofit/Gov,
True,1548,Female,STEM,Nonprofit/Gov,
False,4163,Male,Humanities,PE/VC,
False,3000,Male,Business,Consulting,Admit
False,1867,Male,Humanities,PE/VC,
False,4483,Male,Business,Consulting,
False,2284,Male,STEM,Health Care,
False,2218,Female,Humanities,Technology,
False,3856,Female,STEM,Technology,
False,766,Male,STEM,Nonprofit/Gov,
True,1108,Male,STEM,Consulting,
True,1086,Male,Business,Consulting,
False,1101,Female,Humanities,Nonprofit/Gov,
True,4277,Male,Humanities,PE/VC,
False,2092,Female,Humanities,Other,
True,1192,Female,Humanities,Nonprofit/Gov,
False,304,Female,Business,Consulting,
True,2372,Male,STEM,Financial Services,
False,3100,Male,Humanities,Consulting,
False,952,Male,Humanities,PE/VC,
True,2661,Male,Business,Consulting,Admit
False,2255,Male,Humanities,Media/Entertainment,
True,2408,Male,Business,Consulting,
False,448,Male,Business,Investment Banking,
True,4976,Female,Humanities,Consulting,
False,1803,Male,STEM,Consulting,
True,5514,Female,Humanities,Technology,
False,3028,Female,Business,Nonprofit/Gov,
False,3710,Female,Business,Investment Banking,
False,3229,Male,Humanities,Nonprofit/Gov,
False,4825,Male,Humanities,Other,
False,3237,Male,Humanities,Consulting,
True,1225,Male,Humanities,PE/VC,
True,4191,Female,Humanities,Investment Banking,Admit
False,2083,Female,Humanities,Investment Management,
False,2593,Male,Humanities,Consulting,
True,208,Female,Business,Consulting,Admit
False,4793,Female,Business,Consulting,
False,4416,Male,STEM,CPG,
False,5743,Male,Humanities,Energy,
False,3484,Male,STEM,Technology,
True,3001,Male,Business,Technology,Admit
True,5348,Male,STEM,PE/VC,
False,4555,Female,STEM,Real Estate,
True,1669,Male,Humanities,PE/VC,
False,1667,Male,Humanities,Consulting,
False,4792,Male,Business,Consulting,
False,2858,Male,STEM,PE/VC,
False,5944,Male,STEM,PE/VC,
False,6159,Male,Business,Technology,
False,4624,Male,Business,Nonprofit/Gov,
True,4368,Male,STEM,PE/VC,
False,5698,Male,Humanities,Investment Management,Admit
False,4774,Female,Business,Financial Services,
False,1957,Male,Humanities,Financial Services,Admit
False,1039,Male,Humanities,Technology,
False,6162,Female,Humanities,Consulting,
True,1567,Male,STEM,Nonprofit/Gov,
False,5526,Male,STEM,Consulting,
True,6155,Male,STEM,Health Care,
False,1231,Male,Humanities,Nonprofit/Gov,
False,408,Female,Business,Nonprofit/Gov,Admit
False,5477,Male,Humanities,Technology,Admit
True,3631,Male,Humanities,Technology,
False,5502,Male,STEM,Investment Banking,
False,3466,Male,STEM,Financial Services,
True,2212,Male,STEM,Technology,
True,164,Male,STEM,Consulting,
True,75,Female,Business,PE/VC,Admit
True,2045,Male,STEM,Technology,
False,400,Male,Humanities,PE/VC,
False,1144,Male,Business,CPG,
False,5803,Male,Humanities,PE/VC,
True,1940,Male,STEM,Investment Banking,
True,491,Male,Business,Consulting,
False,3480,Female,Business,Consulting,
False,3055,Female,Humanities,Health Care,
True,215,Male,Humanities,Technology,
False,3929,Male,Business,Nonprofit/Gov,
True,1988,Female,Business,Energy,
False,5925,Female,Humanities,Consulting,Admit
False,829,Male,STEM,Health Care,Admit
False,904,Female,Humanities,Real Estate,Admit
True,1365,Male,STEM,Consulting,
True,645,Male,Business,Financial Services,
False,4949,Female,Humanities,Consulting,
True,3436,Female,STEM,Nonprofit/Gov,
False,4018,Male,Humanities,Consulting,Admit
False,1443,Male,STEM,Consulting,
True,5957,Female,STEM,Consulting,
False,4547,Female,STEM,Financial Services,
False,2283,Male,STEM,Consulting,
False,3003,Male,Business,Real Estate,
True,3134,Male,Business,PE/VC,
True,1551,Female,STEM,Consulting,
False,4643,Female,Humanities,Consulting,
False,2927,Male,Humanities,Investment Banking,
False,4837,Male,Business,Consulting,
True,4426,Male,Humanities,Health Care,
False,6047,Male,STEM,Technology,Admit
False,6152,Male,Business,PE/VC,
False,3624,Male,Business,Other,
False,4708,Male,Business,PE/VC,
True,2002,Male,Humanities,Technology,
True,2180,Male,STEM,PE/VC,
False,4914,Female,Humanities,Nonprofit/Gov,Admit
False,568,Male,Humanities,Investment Management,
True,2870,Male,Humanities,Investment Management,
False,417,Male,STEM,Consulting,
True,453,Male,Business,Technology,
False,4695,Female,STEM,Nonprofit/Gov,
False,1379,Male,Business,Nonprofit/Gov,
False,4723,Male,Humanities,Other,
True,788,Male,STEM,Financial Services,
True,4536,Male,STEM,Financial Services,
True,3037,Male,Humanities,Consulting,Admit
False,4621,Male,Business,Consulting,
False,4944,Female,Business,Consulting,Admit
True,2744,Male,Business,Nonprofit/Gov,
False,2093,Female,Humanities,Nonprofit/Gov,
False,4351,Female,Business,Health Care,
False,5317,Female,Business,Consulting,
True,506,Male,STEM,Consulting,
False,2542,Male,Business,CPG,
False,2530,Male,STEM,Consulting,
False,1418,Male,Business,Consulting,
False,5846,Male,Humanities,Technology,
False,2178,Female,Business,Investment Banking,
False,572,Male,Business,Consulting,
False,2924,Female,Business,Nonprofit/Gov,
False,1203,Male,STEM,Consulting,
False,484,Female,Business,Financial Services,Admit
True,6144,Female,STEM,Consulting,
False,239,Male,Humanities,Media/Entertainment,
False,4157,Female,Humanities,Nonprofit/Gov,
False,5448,Female,STEM,Consulting,
False,1853,Male,Humanities,Other,
True,1895,Male,Business,Financial Services,Admit
False,3698,Male,STEM,Health Care,
False,2387,Male,Business,Other,
True,585,Male,STEM,Other,Admit
False,5432,Female,STEM,Consulting,
True,773,Female,STEM,Technology,Waitlist
False,1229,Female,Business,Consulting,
True,5076,Male,Humanities,Nonprofit/Gov,
False,2543,Male,STEM,PE/VC,Admit
True,5195,Male,STEM,Health Care,
True,4388,Male,STEM,Other,
True,764,Male,Business,Health Care,
False,5344,Male,Business,Investment Banking,
True,3442,Male,Business,Technology,
False,4815,Male,Humanities,PE/VC,
False,2550,Female,Humanities,PE/VC,
True,5092,Female,Business,Technology,
False,3534,Male,Business,Health Care,
False,26,Male,Humanities,Technology,Admit
False,4861,Female,Humanities,Real Estate,Admit
False,859,Female,STEM,Health Care,Admit
False,5323,Male,Humanities,Technology,
False,1653,Female,STEM,CPG,
False,3088,Male,Humanities,Technology,
False,4265,Male,Business,Investment Banking,
True,2614,Male,Business,Health Care,
False,5445,Female,Humanities,Financial Services,
False,3656,Male,STEM,Consulting,
True,691,Male,Business,Consulting,
True,1661,Male,STEM,Investment Banking,
False,5967,Female,Humanities,Consulting,Admit
False,5313,Male,Humanities,PE/VC,
False,4576,Female,Humanities,Other,
False,4575,Female,Business,Consulting,
False,6049,Male,Humanities,Consulting,
True,2945,Male,STEM,Consulting,
False,4595,Male,Business,PE/VC,
False,1893,Female,Humanities,Financial Services,Admit
False,1071,Female,Humanities,Investment Banking,
False,1763,Female,STEM,Health Care,
False,189,Male,STEM,PE/VC,
False,3687,Male,Humanities,Investment Banking,
False,1394,Female,Humanities,Investment Banking,
False,3812,Male,STEM,PE/VC,
True,2778,Male,Humanities,Consulting,
False,2879,Female,Humanities,Investment Management,Admit
True,5923,Female,STEM,PE/VC,
False,1569,Female,STEM,Technology,
False,3513,Female,Humanities,Investment Banking,
False,4693,Male,Humanities,Consulting,
False,2228,Male,Humanities,Investment Banking,Admit
False,6183,Female,Business,Consulting,
False,2758,Male,Humanities,Financial Services,
False,2689,Male,Humanities,Consulting,
False,1368,Female,Business,Consulting,
False,5969,Male,Humanities,PE/VC,
False,4273,Female,STEM,Financial Services,
False,4439,Female,Humanities,PE/VC,
False,3688,Female,Business,PE/VC,
True,4920,Female,Humanities,Consulting,
False,3763,Male,Humanities,Investment Management,
True,3335,Male,STEM,Nonprofit/Gov,
False,1985,Male,Humanities,PE/VC,
False,5647,Male,STEM,PE/VC,
True,603,Male,Business,PE/VC,
False,1515,Male,Humanities,Retail,
False,4811,Male,Business,Technology,
True,573,Male,Business,Consulting,
True,4719,Male,Humanities,PE/VC,
False,5687,Female,Humanities,CPG,
False,1973,Female,Humanities,Consulting,Admit
False,2385,Male,Humanities,Consulting,
False,4794,Male,STEM,Investment Banking,
False,1601,Female,STEM,Nonprofit/Gov,Admit
True,4114,Female,Humanities,CPG,
False,2498,Female,Humanities,Technology,
False,948,Male,Humanities,CPG,
False,1529,Male,Humanities,Other,
True,752,Male,Humanities,Health Care,
True,2521,Male,STEM,Investment Banking,
False,6000,Female,Humanities,Consulting,
False,516,Male,Humanities,Consulting,
False,5275,Female,Humanities,Nonprofit/Gov,Admit
True,4087,Female,Humanities,Technology,
False,1253,Female,Humanities,Consulting,
False,2420,Male,Humanities,Investment Banking,
True,2637,Female,Humanities,Investment Banking,
True,5267,Male,Humanities,Financial Services,
False,6077,Female,Humanities,Health Care,
False,2864,Female,STEM,Other,
True,2150,Female,Business,Investment Banking,
False,5752,Female,Humanities,Consulting,
False,103,Male,Humanities,Health Care,
False,5532,Male,Business,Technology,
False,2038,Female,STEM,Financial Services,Admit
False,5269,Female,Humanities,Other,
False,5393,Female,Business,Financial Services,
False,3101,Male,STEM,Technology,
False,161,Male,Business,PE/VC,
True,6022,Female,Business,Consulting,
False,3269,Female,Humanities,Financial Services,
True,4410,Male,STEM,Nonprofit/Gov,
False,4052,Female,Business,Technology,
False,398,Male,STEM,PE/VC,
False,5042,Female,Humanities,Technology,
False,5706,Male,STEM,Investment Banking,Admit
False,1633,Male,Humanities,Technology,
True,5850,Male,Business,Technology,Admit
False,675,Male,Business,Financial Services,
False,222,Male,STEM,PE/VC,
True,482,Female,STEM,PE/VC,Admit
False,3807,Female,STEM,Consulting,
True,3135,Female,Humanities,Other,
False,4656,Male,Humanities,Consulting,
True,2772,Male,Business,Consulting,Admit
False,2718,Male,STEM,Investment Banking,
False,581,Male,Business,Nonprofit/Gov,Admit
False,244,Male,Business,PE/VC,
True,1255,Male,Business,Consulting,
False,2144,Female,Humanities,Consulting,
False,4442,Male,STEM,CPG,
False,5726,Male,STEM,Real Estate,
False,6126,Male,STEM,Consulting,
False,824,Female,Business,PE/VC,
False,5426,Male,STEM,Consulting,
True,1591,Male,Humanities,Technology,
True,1021,Female,Humanities,Consulting,Admit
False,3923,Male,Business,Financial Services,
True,3295,Male,Humanities,Technology,
False,40,Female,Humanities,PE/VC,Admit
False,1425,Female,Business,PE/VC,
True,1904,Male,STEM,Investment Management,
False,3731,Male,STEM,Financial Services,
True,3664,Male,Business,Financial Services,Admit
False,2687,Male,Business,Media/Entertainment,
False,1138,Female,Business,PE/VC,
False,151,Male,Business,Technology,Admit
False,2682,Female,Humanities,Investment Banking,Admit
False,2911,Male,Humanities,Media/Entertainment,
False,3112,Male,STEM,Technology,
False,4727,Male,Humanities,Real Estate,
False,1450,Female,STEM,Consulting,
True,2986,Male,STEM,Consulting,
False,1307,Female,Business,Technology,
False,4375,Female,STEM,Investment Banking,
False,5034,Male,Business,Technology,
False,1970,Male,Humanities,Consulting,
False,4578,Female,STEM,Nonprofit/Gov,
False,2726,Female,Humanities,PE/VC,
True,3428,Male,Humanities,PE/VC,
False,2185,Male,Humanities,Consulting,
True,5589,Male,STEM,Health Care,
False,4362,Female,Humanities,Technology,
False,6186,Male,STEM,Health Care,
False,2779,Female,Humanities,Nonprofit/Gov,
False,1156,Female,STEM,Nonprofit/Gov,
False,4725,Male,Humanities,Nonprofit/Gov,
False,351,Male,Business,Consulting,
False,5849,Male,Humanities,Financial Services,
False,4034,Female,Business,PE/VC,
False,3991,Female,STEM,Health Care,
True,5365,Female,Business,Consulting,Admit
True,2511,Male,STEM,Consulting,
False,1187,Female,Humanities,Nonprofit/Gov,Admit
True,4374,Female,Business,Nonprofit/Gov,
True,670,Male,STEM,Consulting,
True,5740,Female,Business,Consulting,
False,2605,Female,Business,Nonprofit/Gov,
False,873,Female,Humanities,Consulting,
False,3038,Male,Humanities,Consulting,
False,5198,Male,Humanities,Consulting,
True,8,Male,Business,Financial Services,
False,2782,Male,STEM,Nonprofit/Gov,
True,924,Female,Business,Nonprofit/Gov,
False,5786,Male,Business,PE/VC,
True,1328,Male,Humanities,PE/VC,
False,2839,Male,Humanities,Consulting,
True,5169,Male,STEM,Technology,
False,466,Female,Humanities,Health Care,Waitlist
False,2003,Male,Business,Investment Banking,
False,2347,Male,Business,Consulting,
True,855,Male,Business,Investment Banking,Admit
False,179,Male,Business,Consulting,
False,1921,Female,STEM,Nonprofit/Gov,
True,1374,Male,Business,Investment Banking,
True,3585,Female,STEM,Real Estate,
False,5833,Female,Humanities,PE/VC,
False,4284,Male,Business,Other,
True,1400,Female,Business,Consulting,
False,2841,Male,Humanities,Consulting,
True,2955,Female,Humanities,Financial Services,
False,4818,Female,Humanities,CPG,
True,2826,Male,Business,Other,
False,2302,Male,STEM,Investment Banking,
False,3853,Male,STEM,Technology,
False,303,Male,Humanities,Technology,
False,5936,Female,STEM,PE/VC,
False,5861,Female,Humanities,PE/VC,
True,2704,Female,Humanities,Other,
False,1148,Male,Humanities,Investment Banking,
False,3768,Male,Business,Investment Banking,
True,4100,Female,Business,Nonprofit/Gov,Admit
False,5832,Female,STEM,Health Care,Admit
False,1978,Male,STEM,Consulting,
False,4584,Male,STEM,Consulting,Admit
False,3096,Male,Humanities,PE/VC,
False,2251,Male,Business,Consulting,
False,3447,Female,STEM,Consulting,
False,2282,Female,Humanities,Nonprofit/Gov,
True,1036,Male,Humanities,Real Estate,
False,586,Female,Business,Consulting,
False,4037,Female,STEM,Nonprofit/Gov,
True,4344,Male,Business,Real Estate,
False,4220,Male,Humanities,PE/VC,
True,3361,Female,Humanities,Consulting,
True,2721,Male,Business,Financial Services,
True,1464,Female,Humanities,Technology,
False,4668,Male,Humanities,Financial Services,
False,1099,Male,Business,Nonprofit/Gov,
False,3132,Male,Business,Nonprofit/Gov,
False,3131,Male,Humanities,Investment Banking,
False,2193,Female,Humanities,Investment Banking,
False,2730,Female,Business,Nonprofit/Gov,Admit
True,5830,Male,Humanities,Consulting,Admit
False,5524,Male,Business,Consulting,Admit
False,4032,Female,Humanities,Nonprofit/Gov,
True,6058,Male,Humanities,Consulting,
True,5568,Female,Business,Technology,
True,2666,Male,Business,Nonprofit/Gov,
True,3342,Female,STEM,Consulting,Admit
False,3580,Male,STEM,PE/VC,
False,2325,Male,STEM,PE/VC,
False,5604,Female,Humanities,Technology,Admit
False,1673,Male,STEM,Consulting,
False,5818,Male,Business,Financial Services,
False,1023,Male,STEM,Nonprofit/Gov,
False,4263,Male,Humanities,Consulting,
True,2413,Male,STEM,PE/VC,
False,4289,Male,Business,Consulting,Admit
False,4804,Male,Business,Financial Services,
True,823,Male,Business,Consulting,Admit
False,5915,Male,Business,Nonprofit/Gov,
False,5649,Female,Humanities,PE/VC,
False,2803,Male,Humanities,Nonprofit/Gov,Admit
False,1692,Female,Business,Consulting,
False,3671,Female,Humanities,Nonprofit/Gov,
False,5394,Female,Humanities,Consulting,
False,1543,Female,Business,Financial Services,
True,4110,Male,Humanities,Nonprofit/Gov,
False,503,Female,Business,Other,Waitlist
False,5817,Female,Humanities,Investment Management,
False,394,Female,Humanities,Financial Services,Admit
False,2917,Male,Humanities,Consulting,
True,1051,Male,Business,Other,
True,1672,Male,Business,Consulting,
False,1707,Female,Humanities,Technology,Admit
False,6062,Male,Humanities,Technology,
False,690,Male,Humanities,Health Care,
True,3770,Male,Humanities,Consulting,
False,5431,Female,Business,Nonprofit/Gov,
True,4020,Male,Humanities,Nonprofit/Gov,
False,1995,Male,Humanities,Investment Management,
False,4925,Male,Humanities,Consulting,
False,510,Male,Humanities,Technology,
False,1697,Female,Humanities,Investment Management,Admit
False,3608,Male,Humanities,Media/Entertainment,
False,6050,Male,Humanities,CPG,
False,3943,Male,Humanities,Investment Banking,
False,3472,Female,Humanities,Financial Services,
False,5196,Male,Business,Nonprofit/Gov,
False,741,Male,STEM,Nonprofit/Gov,
False,4493,Male,STEM,Consulting,
False,5620,Male,Humanities,Investment Banking,
False,4823,Male,STEM,Investment Management,
True,3806,Male,STEM,Investment Banking,
True,3504,Male,Business,Media/Entertainment,
False,1749,Male,STEM,PE/VC,
False,3738,Female,Business,Consulting,Waitlist
True,5270,Male,Business,Consulting,
True,1790,Female,Business,PE/VC,
True,1598,Male,Business,Consulting,
False,4245,Female,Business,Consulting,
False,2258,Female,STEM,Consulting,
True,4540,Male,Humanities,Nonprofit/Gov,Admit
True,2678,Male,STEM,Investment Banking,Admit
False,3540,Male,Humanities,Technology,
True,377,Female,Business,Financial Services,Admit
False,1704,Male,Humanities,Technology,
False,4197,Male,STEM,Consulting,
False,557,Male,Humanities,PE/VC,
False,2603,Female,STEM,Investment Banking,
False,4689,Female,Humanities,PE/VC,
False,566,Male,Humanities,Other,
False,4675,Female,Business,Consulting,
False,1644,Male,STEM,Investment Banking,
False,526,Male,Humanities,Nonprofit/Gov,
True,3390,Female,Humanities,Investment Banking,
True,2466,Male,Humanities,Nonprofit/Gov,
True,4596,Female,Humanities,Nonprofit/Gov,
False,2183,Male,Humanities,Nonprofit/Gov,
True,5170,Male,Business,PE/VC,
True,5015,Female,Business,Technology,
False,2453,Female,Humanities,PE/VC,
False,5139,Male,STEM,Health Care,
False,5423,Male,STEM,Financial Services,
True,3914,Male,Humanities,Consulting,
False,511,Female,STEM,PE/VC,Waitlist
True,2247,Male,Humanities,Other,
True,2441,Male,Business,Nonprofit/Gov,
False,5757,Male,STEM,PE/VC,
False,4651,Male,STEM,PE/VC,
True,5239,Female,STEM,Other,
False,2451,Male,Business,Investment Banking,
False,4041,Male,STEM,PE/VC,
False,479,Male,STEM,PE/VC,
False,2786,Male,STEM,PE/VC,Admit
False,1401,Male,STEM,PE/VC,
False,5521,Male,Business,Nonprofit/Gov,
False,1118,Female,Business,PE/VC,Admit
True,3261,Male,Business,Financial Services,
True,3280,Male,STEM,Consulting,Admit
False,3859,Male,STEM,Consulting,
True,2446,Male,Business,Nonprofit/Gov,
False,1430,Male,Humanities,Financial Services,
False,3403,Female,Business,Consulting,
False,2967,Male,STEM,Consulting,
True,3824,Male,STEM,Consulting,
True,3085,Male,STEM,Other,
False,2872,Female,Business,Consulting,
False,336,Female,Humanities,PE/VC,Admit
False,987,Male,Business,Nonprofit/Gov,
False,634,Male,STEM,Energy,
False,6042,Female,Humanities,Technology,
False,200,Male,STEM,Investment Management,Admit
False,4309,Male,STEM,Other,
False,1809,Female,Business,Financial Services,
False,5135,Male,Humanities,Consulting,Admit
True,1437,Female,Humanities,Consulting,
False,787,Female,Humanities,Health Care,Admit
False,4849,Male,STEM,Consulting,Waitlist
True,6038,Female,Humanities,Health Care,
False,4985,Female,STEM,PE/VC,
True,6092,Male,Business,PE/VC,
False,2756,Male,Business,Nonprofit/Gov,
False,4029,Female,Humanities,Consulting,Waitlist
True,1408,Male,Business,Consulting,
False,4022,Female,Humanities,Real Estate,
False,3826,Male,Business,Other,
False,3194,Male,Business,PE/VC,
True,1771,Male,STEM,CPG,
False,4392,Male,Humanities,Consulting,
False,3076,Male,Humanities,Consulting,
False,755,Male,STEM,Health Care,
False,3061,Male,STEM,Nonprofit/Gov,
False,4225,Female,Humanities,Consulting,
False,96,Male,Business,Consulting,Admit
True,803,Male,Business,Financial Services,Admit
False,2314,Male,STEM,Other,Waitlist
False,385,Male,Humanities,CPG,Admit
False,1050,Female,Business,Investment Banking,
True,5556,Male,Business,Consulting,
True,3272,Female,Business,Nonprofit/Gov,
False,6072,Male,Humanities,Technology,
True,1104,Male,Humanities,Real Estate,
True,261,Male,Humanities,Consulting,
False,2820,Female,Humanities,Other,
True,4138,Male,Humanities,Technology,
False,3129,Female,Humanities,Investment Banking,
True,5096,Female,Humanities,Nonprofit/Gov,
False,5293,Male,Humanities,Consulting,
True,3303,Male,Humanities,Investment Management,
False,1351,Male,Humanities,Investment Banking,
False,584,Male,Business,Consulting,Admit
False,1475,Female,Business,CPG,
True,912,Male,STEM,Nonprofit/Gov,Admit
False,3558,Female,Humanities,Technology,
False,1217,Male,Humanities,Technology,
False,5481,Male,Humanities,Investment Management,
False,986,Female,STEM,Other,
False,1861,Female,Humanities,PE/VC,
True,1797,Male,Humanities,Investment Banking,
True,5188,Male,Humanities,Consulting,
True,1755,Male,Humanities,PE/VC,
False,4509,Female,Business,Technology,
False,6008,Female,Humanities,PE/VC,
True,3156,Female,Business,PE/VC,
False,5594,Female,Business,Nonprofit/Gov,
True,4740,Male,Business,Consulting,
False,3451,Male,Business,Media/Entertainment,
False,3697,Male,Humanities,Energy,
True,519,Male,Humanities,Real Estate,
False,3426,Female,Humanities,Health Care,
False,2010,Male,Humanities,Financial Services,
False,2419,Male,Business,PE/VC,
True,3441,Female,Business,Investment Banking,
True,1076,Male,Business,Health Care,Admit
False,5482,Female,Business,Investment Management,
False,4088,Male,Business,Technology,
False,5644,Male,Business,Nonprofit/Gov,Admit
False,1000,Female,Humanities,Consulting,Waitlist
False,1679,Male,Humanities,Consulting,
False,17,Female,Business,PE/VC,Admit
True,3192,Female,Humanities,Consulting,
