chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,quality,fixed acidity,volatile acidity,citric acid,residual sugar,wine_id,wine_id_r
None,9.0,23.0,0.997,None,0.67,9.4,6.0,None,None,None,2.1,None,None
None,17.0,88.0,0.99745,None,0.58,9.8,6.0,None,None,None,2.2,None,None
None,7.0,25.0,0.99628,None,0.44,10.4,5.0,None,None,None,2.7,None,None
None,20.0,49.0,0.9976,None,0.86,10.6,7.0,None,None,None,2.5,None,None
None,19.0,27.0,0.99545,None,0.73,11.9,6.0,None,None,None,1.6,None,None
None,10.0,16.0,0.99479,None,0.59,11.5,6.0,None,None,None,2.0,None,None
None,24.0,42.0,0.9961,None,0.57,11.5,6.0,None,None,None,1.9,None,None
None,16.0,72.0,0.998,None,0.6,9.5,5.0,None,None,None,2.7,None,None
None,36.0,46.0,0.99522,None,0.57,10.6,5.0,None,None,None,1.5,None,None
None,34.0,53.0,0.9958,None,0.67,9.7,5.0,None,None,None,1.7,None,None
None,15.0,115.0,0.998,None,0.59,9.5,5.0,None,None,None,3.0,None,None
None,7.0,42.0,1.0022,None,0.73,10.0,7.0,None,None,None,5.8,None,None
None,13.0,24.0,0.99438,None,0.83,11.3,6.0,None,None,None,2.3,None,None
None,18.0,61.0,0.9959,None,0.78,10.3,6.0,None,None,None,1.8,None,None
None,5.0,13.0,0.9976,None,0.55,10.4,5.0,None,None,None,3.0,None,None
None,34.0,48.0,0.99832,None,0.86,9.9,3.0,None,None,None,1.5,None,None
None,16.0,61.0,0.99572,None,0.6,9.3,5.0,None,None,None,1.6,None,None
None,7.0,28.0,0.9964,None,0.55,9.7,5.0,None,None,None,2.2,None,None
None,10.0,19.0,0.9966,None,0.47,9.6,5.0,None,None,None,2.1,None,None
None,13.0,74.0,0.9958,None,0.54,9.9,6.0,None,None,None,2.1,None,None
None,6.0,17.0,0.99704,None,0.77,10.8,6.0,None,None,None,1.8,None,None
None,15.0,26.0,0.99448,None,0.45,9.5,5.0,None,None,None,1.4,None,None
None,15.0,39.0,0.9956,None,0.52,12.7,6.0,None,None,None,3.2,None,None
None,50.0,63.0,0.99544,None,0.68,11.4,6.0,None,None,None,2.2,None,None
None,6.0,39.0,0.99346,None,0.46,11.9,6.0,None,None,None,2.0,None,None
None,36.0,51.0,0.99836,None,0.86,9.9,4.0,None,None,None,1.6,None,None
None,9.0,38.0,0.99616,None,0.53,9.8,5.0,None,None,None,2.2,None,None
None,30.0,109.0,0.9998,None,0.57,9.3,5.0,None,None,None,7.9,None,None
None,28.0,91.0,0.9952,None,0.55,12.1,6.0,None,None,None,8.3,None,None
None,12.0,28.0,0.99768,None,0.73,9.5,6.0,None,None,None,2.1,None,None
None,10.0,23.0,0.99636,None,0.61,10.4,5.0,None,None,None,1.8,None,None
None,9.0,29.0,0.99416,None,0.49,11.3,7.0,None,None,None,3.6,None,None
None,45.0,88.0,0.99524,None,0.76,11.8,7.0,None,None,None,1.75,None,None
None,33.0,73.0,0.9955,None,0.63,10.2,6.0,None,None,None,2.8,None,None
None,11.0,20.0,0.99488,None,0.56,11.8,4.0,None,None,None,4.3,None,None
None,11.0,61.0,0.9982,None,0.5,9.5,5.0,None,None,None,2.3,None,None
None,17.0,119.0,0.99675,None,0.57,9.3,5.0,None,None,None,3.2,None,None
None,32.0,79.0,0.9964,None,0.72,11.0,6.0,None,None,None,2.2,None,None
None,27.0,45.0,0.99603,None,0.54,10.3,5.0,None,None,None,1.6,None,None
None,10.0,20.0,0.9973,None,0.79,12.2,7.0,None,None,None,4.6,None,None
None,20.0,47.0,0.9988,None,0.67,9.6,5.0,None,None,None,3.3,None,None
None,5.0,13.0,0.998,None,0.83,11.5,5.0,None,None,None,4.5,None,None
None,34.0,66.0,0.99726,None,0.58,9.8,5.0,None,None,None,2.5,None,None
None,3.0,10.0,0.99586,None,0.59,12.1,7.0,None,None,None,4.0,None,None
None,20.0,38.0,0.99818,None,0.71,10.8,5.0,None,None,None,2.5,None,None
None,15.0,42.0,0.9978,None,0.64,9.0,5.0,None,None,None,1.6,None,None
None,10.0,52.0,0.9968,None,0.77,9.5,5.0,None,None,None,1.8,None,None
None,38.0,89.0,0.99236,None,0.5,10.55,6.0,None,None,None,1.8,None,None
None,4.0,23.0,0.9996,None,0.97,10.1,6.0,None,None,None,4.0,None,None
None,10.0,24.0,1.00005,None,0.84,9.2,7.0,None,None,None,2.2,None,None
None,13.0,26.0,0.9978,None,0.46,9.6,4.0,None,None,None,2.2,None,None
None,10.0,44.0,0.9957,None,0.54,9.7,5.0,None,None,None,1.9,None,None
None,14.0,45.0,0.998,None,0.73,10.0,6.0,None,None,None,2.8,None,None
None,12.0,27.0,0.9929,None,0.59,12.8,6.0,None,None,None,3.0,None,None
None,7.0,12.0,0.99587,None,0.39,9.5,5.0,None,None,None,1.8,None,None
None,18.0,49.0,0.9994,None,0.72,11.1,6.0,None,None,None,2.8,None,None
None,28.0,65.0,0.99729,None,0.59,9.8,5.0,None,None,None,2.5,None,None
None,22.0,67.0,0.9974,None,1.28,9.4,5.0,None,None,None,1.9,None,None
None,16.0,63.0,0.9965,None,0.82,9.6,5.0,None,None,None,1.9,None,None
None,16.0,59.0,0.9943,None,0.52,9.9,5.0,None,None,None,1.6,None,None
None,3.0,8.0,0.99471,None,0.51,11.8,6.0,None,None,None,1.4,None,None
None,13.0,49.0,0.9962,None,0.57,11.0,5.0,None,None,None,2.0,None,None
None,10.0,31.0,0.99656,None,0.5,9.8,5.0,None,None,None,2.2,None,None
None,18.0,72.0,1.0001,None,0.53,9.7,5.0,None,None,None,3.2,None,None
None,6.0,24.0,0.9963,None,0.82,11.9,6.0,None,None,None,2.0,None,None
None,20.0,49.0,0.9976,None,0.86,10.6,7.0,None,None,None,2.5,None,None
None,17.0,35.0,0.9994,None,0.61,10.8,6.0,None,None,None,2.8,None,None
None,6.0,16.0,0.99654,None,0.69,9.5,5.0,None,None,None,2.1,None,None
None,9.0,20.0,0.99426,None,0.77,12.7,7.0,None,None,None,2.3,None,None
None,3.0,11.0,0.99378,None,0.63,12.8,7.0,None,None,None,2.2,None,None
None,51.0,77.5,0.99558,None,0.45,9.5,5.0,None,None,None,4.3,None,None
None,35.0,67.0,1.0002,None,0.92,10.8,7.0,None,None,None,2.8,None,None
None,17.0,102.0,0.9978,None,0.8,10.5,5.0,None,None,None,6.1,None,None
None,11.0,44.0,0.99888,None,0.55,9.5,6.0,None,None,None,2.8,None,None
None,9.0,59.0,0.99976,None,0.54,9.6,5.0,None,None,None,3.2,None,None
None,24.0,88.0,0.99612,None,0.53,9.8,5.0,None,None,None,1.9,None,None
None,16.0,86.0,0.99748,None,0.54,9.7,5.0,None,None,None,2.6,None,None
None,16.0,29.0,0.99471,None,0.51,9.8,3.0,None,None,None,1.2,None,None
None,11.0,27.0,0.9974,None,0.8,9.4,6.0,None,None,None,2.0,None,None
None,5.0,15.0,0.997,None,0.56,11.3,5.0,None,None,None,2.6,None,None
None,14.0,31.0,0.99689,None,0.66,9.8,5.0,None,None,None,1.8,None,None
None,16.0,26.0,0.99402,None,0.56,11.6,6.0,None,None,None,1.7,None,None
None,8.0,23.0,0.9974,None,0.7,9.6,6.0,None,None,None,1.4,None,None
None,12.0,20.0,0.99546,None,0.54,10.1,5.0,None,None,None,2.0,None,None
None,11.0,32.0,0.99604,None,0.48,10.0,5.0,None,None,None,2.1,None,None
None,6.0,23.0,0.9983,None,0.96,9.9,6.0,None,None,None,2.0,None,None
None,7.0,37.0,0.99685,None,0.55,9.0,6.0,None,None,None,2.3,None,None
None,28.0,99.0,1.0008,None,1.0,11.5,6.0,None,None,None,3.0,None,None
None,7.0,20.0,0.99566,None,0.79,11.1,7.0,None,None,None,2.0,None,None
None,5.0,12.0,0.9958,None,0.6,11.2,4.0,None,None,None,3.1,None,None
None,8.0,22.0,0.9974,None,0.94,10.9,6.0,None,None,None,5.1,None,None
None,15.0,48.0,0.9968,None,0.59,10.0,5.0,None,None,None,2.7,None,None
None,22.0,71.0,0.9976,None,0.84,14.9,5.0,None,None,None,7.5,None,None
None,8.0,17.0,0.99235,None,0.72,13.1,8.0,None,None,None,2.5,None,None
None,23.0,149.0,0.9922,None,0.5,11.5,6.0,None,None,None,1.7,None,None
None,9.0,18.0,0.9972,None,0.65,9.2,5.0,None,None,None,1.9,None,None
None,22.0,36.0,0.9949,None,0.75,11.1,6.0,None,None,None,2.2,None,None
None,55.0,95.0,1.00369,None,0.77,9.0,6.0,None,None,None,15.4,None,None
None,18.0,88.0,0.99745,None,0.55,9.5,5.0,None,None,None,2.5,None,None
None,4.0,8.0,0.9928,None,0.55,12.8,7.0,None,None,None,1.8,None,None
None,28.0,54.0,0.9956,None,0.64,10.4,6.0,None,None,None,1.9,None,None
None,5.0,15.0,0.9987,None,0.7,9.2,6.0,None,None,None,2.1,None,None
None,5.0,14.0,0.9987,None,0.52,10.7,6.0,None,None,None,3.6,None,None
None,30.0,47.0,0.99554,None,0.48,9.4,6.0,None,None,None,2.0,None,None
None,16.0,40.0,0.9991,None,0.62,9.4,5.0,None,None,None,2.3,None,None
None,14.0,67.0,0.9972,None,0.55,9.2,5.0,None,None,None,2.0,None,None
None,10.0,14.0,0.99538,None,0.71,11.7,7.0,None,None,None,2.5,None,None
None,24.0,120.0,0.9968,None,0.54,9.4,5.0,None,None,None,2.0,None,None
None,25.0,36.0,0.99519,None,0.71,11.3,7.0,None,None,None,2.3,None,None
None,15.0,39.0,0.99577,None,0.54,11.1,5.0,None,None,None,4.8,None,None
None,38.0,76.0,0.999,None,0.85,12.0,7.0,None,None,None,6.55,None,None
None,17.0,40.0,0.99803,None,0.55,9.5,5.0,None,None,None,2.9,None,None
None,11.0,18.0,0.99242,None,0.4,12.8,6.0,None,None,None,2.2,None,None
None,7.0,23.0,0.99974,None,0.69,10.9,6.0,None,None,None,2.2,None,None
None,15.0,24.0,0.99438,None,0.82,11.2,6.0,None,None,None,1.8,None,None
None,30.0,74.0,0.99865,None,0.64,10.4,6.0,None,None,None,2.9,None,None
None,5.0,20.0,0.9966,None,0.59,9.9,5.0,None,None,None,2.1,None,None
None,28.0,104.0,0.9983,None,0.56,9.2,5.0,None,None,None,2.8,None,None
None,17.0,32.0,0.9955,None,0.61,12.8,6.0,None,None,None,2.4,None,None
None,6.0,14.0,0.99593,None,0.64,10.0,6.0,None,None,None,1.4,None,None
None,35.0,104.0,0.99632,None,0.51,9.5,5.0,None,None,None,2.2,None,None
None,17.0,99.0,0.9937,None,0.63,13.0,5.0,None,None,None,2.3,None,None
None,17.0,84.0,0.99746,None,0.53,9.7,5.0,None,None,None,2.5,None,None
None,31.0,54.0,0.99728,None,0.65,10.0,7.0,None,None,None,2.1,None,None
None,33.0,45.0,0.99612,None,0.62,10.7,6.0,None,None,None,1.7,None,None
None,4.0,28.0,0.99464,None,0.44,10.1,5.0,None,None,None,1.8,None,None
None,14.0,39.0,0.99522,None,0.53,10.8,6.0,None,None,None,2.4,None,None
None,22.0,47.0,0.99525,None,0.43,10.7,6.0,None,None,None,1.9,None,None
None,11.0,75.0,0.99736,None,0.59,9.2,4.0,None,None,None,2.2,None,None
None,14.0,37.0,0.99615,None,0.56,9.2,6.0,None,None,None,1.6,None,None
None,4.0,11.0,0.9962,None,0.39,10.9,5.0,None,None,None,4.65,None,None
None,14.0,26.0,0.99536,None,0.78,12.0,6.0,None,None,None,3.1,None,None
None,20.0,65.0,0.99558,None,0.54,10.1,6.0,None,None,None,2.3,None,None
None,12.0,24.0,0.9958,None,0.65,12.8,6.0,None,None,None,2.3,None,None
None,27.0,43.0,0.9955,None,0.58,10.7,6.0,None,None,None,2.3,None,None
None,15.0,60.0,0.99638,None,0.54,9.8,5.0,None,None,None,2.4,None,None
None,8.0,24.0,0.996,None,0.69,10.6,6.0,None,None,None,1.9,None,None
None,5.0,11.0,0.9958,None,0.53,10.3,6.0,None,None,None,2.1,None,None
None,5.0,13.0,0.998,None,0.62,9.2,5.0,None,None,None,2.2,None,None
None,4.0,11.0,0.997,None,0.68,9.5,5.0,None,None,None,1.8,None,None
None,14.0,57.0,0.9969,None,0.46,10.3,5.0,None,None,None,1.9,None,None
None,13.0,100.0,0.99586,None,0.52,9.9,5.0,None,None,None,2.0,None,None
None,29.0,53.0,0.9967,None,0.7,10.3,6.0,None,None,None,3.0,None,None
None,4.0,23.0,0.9996,None,0.97,10.1,6.0,None,None,None,4.0,None,None
None,12.0,42.0,1.0004,None,0.61,10.3,5.0,None,None,None,2.7,None,None
None,8.0,25.0,0.99746,None,0.73,10.5,5.0,None,None,None,1.9,None,None
None,14.0,31.0,0.9968,None,0.67,11.0,4.0,None,None,None,3.9,None,None
None,23.0,60.0,0.9971,None,0.71,12.1,6.0,None,None,None,1.8,None,None
None,11.0,108.0,0.9964,None,0.66,9.8,5.0,None,None,None,2.2,None,None
None,5.0,19.0,0.9986,None,0.62,10.8,6.0,None,None,None,2.1,None,None
None,5.0,14.0,0.99502,None,0.62,11.5,6.0,None,None,None,2.3,None,None
None,25.0,60.0,0.99638,None,0.75,10.9,6.0,None,None,None,2.1,None,None
None,6.0,14.0,0.9978,None,0.52,10.0,4.0,None,None,None,2.3,None,None
None,37.0,53.0,0.99374,None,0.76,11.6,7.0,None,None,None,2.0,None,None
None,27.0,67.0,0.99648,None,0.59,11.1,6.0,None,None,None,2.5,None,None
None,6.0,17.0,0.9964,None,0.92,11.7,8.0,None,None,None,2.8,None,None
None,31.0,70.0,0.99685,None,0.59,9.5,6.0,None,None,None,1.8,None,None
None,5.0,35.0,0.99738,None,0.42,9.6,5.0,None,None,None,2.0,None,None
None,27.0,43.0,0.99578,None,0.64,10.9,6.0,None,None,None,2.0,None,None
None,14.0,41.0,0.99532,None,0.47,10.5,5.0,None,None,None,1.9,None,None
None,16.0,24.0,0.99376,None,0.77,11.1,6.0,None,None,None,2.1,None,None
None,4.0,7.0,0.99462,None,0.58,11.4,4.0,None,None,None,2.1,None,None
None,12.0,78.0,0.9964,None,0.71,11.0,5.0,None,None,None,2.6,None,None
None,29.0,79.0,0.9977,None,0.54,9.2,5.0,None,None,None,7.8,None,None
None,9.0,26.0,0.9947,None,0.6,11.9,6.0,None,None,None,2.4,None,None
None,26.0,51.0,0.99456,None,0.72,11.8,6.0,None,None,None,1.8,None,None
None,10.0,47.0,0.9991,None,0.77,10.5,7.0,None,None,None,5.6,None,None
None,9.0,26.0,0.9976,None,0.49,9.7,5.0,None,None,None,2.6,None,None
None,16.0,53.0,0.9993,None,0.72,11.0,6.0,None,None,None,2.5,None,None
None,12.0,35.0,1.0006,None,0.56,9.0,6.0,None,None,None,2.2,None,None
None,6.0,11.0,0.99892,None,0.49,11.0,3.0,None,None,None,3.4,None,None
None,20.0,38.0,0.9978,None,0.53,9.5,5.0,None,None,None,2.6,None,None
None,18.0,38.0,0.99518,None,0.85,11.1,6.0,None,None,None,1.9,None,None
None,33.0,88.0,0.99823,None,0.52,9.2,5.0,None,None,None,2.5,None,None
None,12.0,25.0,0.9952,None,0.79,13.3,7.0,None,None,None,2.5,None,None
None,18.0,30.0,0.994,None,0.69,11.2,6.0,None,None,None,1.6,None,None
None,13.0,20.0,0.9954,None,0.67,11.3,6.0,None,None,None,1.8,None,None
None,21.0,102.0,0.996,None,0.48,9.5,5.0,None,None,None,1.6,None,None
None,13.0,35.0,0.9972,None,0.59,9.0,6.0,None,None,None,1.9,None,None
None,17.0,65.0,0.99294,None,0.6,10.5,6.0,None,None,None,1.8,None,None
None,32.0,79.0,0.9964,None,0.72,11.0,6.0,None,None,None,2.2,None,None
None,8.0,19.0,0.9962,None,0.95,10.5,6.0,None,None,None,1.9,None,None
None,29.0,48.0,0.99528,None,0.88,12.4,7.0,None,None,None,2.5,None,None
None,5.0,10.0,0.9967,None,0.56,9.8,5.0,None,None,None,2.5,None,None
None,31.0,92.0,0.99566,None,0.68,11.066666666666698,6.0,None,None,None,2.2,None,None
None,40.0,54.0,0.995,None,0.93,10.7,6.0,None,None,None,2.1,None,None
None,27.0,51.0,0.99634,None,0.64,10.4,5.0,None,None,None,1.8,None,None
None,5.0,36.0,0.996,None,0.48,9.4,5.0,None,None,None,2.2,None,None
None,36.0,109.0,0.99007,None,0.44,12.7,6.0,None,None,None,0.9,None,None
None,15.0,27.0,0.9967,None,0.54,9.5,6.0,None,None,None,1.9,None,None
None,11.0,25.0,0.9967,None,0.87,8.7,6.0,None,None,None,1.6,None,None
None,17.0,24.0,0.99437,None,0.55,11.2,4.0,None,None,None,2.0,None,None
None,10.0,17.0,1.0002,None,0.56,11.7,6.0,None,None,None,4.6,None,None
None,14.0,25.0,0.99388,None,0.63,12.0,6.0,None,None,None,2.1,None,None
None,15.0,48.0,0.99739,None,0.47,9.7,6.0,None,None,None,2.5,None,None
None,7.0,60.0,0.99709,None,0.98,10.2,5.0,None,None,None,2.0,None,None
None,6.0,24.0,0.9978,None,0.9,11.0,7.0,None,None,None,2.1,None,None
None,5.0,19.0,0.9988,None,0.63,9.5,5.0,None,None,None,2.7,None,None
None,6.0,15.0,0.9988,None,0.66,9.2,6.0,None,None,None,2.0,None,None
None,4.0,8.0,0.99396,None,0.37,10.4,4.0,None,None,None,1.6,None,None
None,19.0,41.0,0.99939,None,0.76,11.3,6.0,None,None,None,2.8,None,None
None,12.0,28.0,0.99768,None,0.73,9.5,6.0,None,None,None,2.1,None,None
None,6.0,16.0,0.998,None,0.6,9.5,6.0,None,None,None,1.8,None,None
None,25.0,42.0,0.99629,None,0.59,9.2,5.0,None,None,None,1.6,None,None
None,16.0,20.0,0.99672,None,0.82,10.0,6.0,None,None,None,1.8,None,None
None,25.0,60.0,0.99638,None,0.75,10.9,6.0,None,None,None,2.1,None,None
None,9.0,28.0,0.99672,None,0.83,11.2,7.0,None,None,None,1.6,None,None
None,5.0,35.0,1.0014,None,0.66,12.0,7.0,None,None,None,5.8,None,None
None,12.0,49.0,0.99625,None,0.52,9.9,6.0,None,None,None,1.8,None,None
None,18.0,40.0,0.9976,None,0.51,9.8,6.0,None,None,None,2.2,None,None
None,11.0,119.0,0.99538,None,0.7,10.9,5.0,None,None,None,2.1,None,None
None,29.0,129.0,0.9973,None,0.72,10.5,5.0,None,None,None,5.5,None,None
None,5.0,13.0,0.9974,None,0.79,10.2,6.0,None,None,None,1.8,None,None
None,18.0,30.0,0.99712,None,0.75,9.8,5.0,None,None,None,1.9,None,None
None,5.0,14.0,1.0002,None,0.44,9.6,5.0,None,None,None,2.2,None,None
None,18.0,102.0,0.9967,None,0.59,9.3,5.0,None,None,None,1.9,None,None
None,8.0,14.0,0.9968,None,0.9,10.5,6.0,None,None,None,2.6,None,None
None,37.5,289.0,0.99316,None,0.51,12.3,7.0,None,None,None,8.3,None,None
None,9.0,92.0,0.9963,None,0.62,9.4,5.0,None,None,None,2.0,None,None
None,10.0,41.0,0.99638,None,0.69,11.9,6.0,None,None,None,2.2,None,None
None,6.0,47.0,1.0021,None,0.68,12.7,6.0,None,None,None,4.3,None,None
None,5.0,14.0,0.9982,None,0.42,10.0,6.0,None,None,None,1.8,None,None
None,15.0,33.0,0.99538,None,0.63,11.3,6.0,None,None,None,2.7,None,None
None,3.0,12.0,0.9964,None,0.49,10.9,5.0,None,None,None,1.7,None,None
None,6.0,16.0,0.998,None,0.7,9.7,5.0,None,None,None,2.0,None,None
None,4.0,11.0,0.99448,None,0.76,10.8,6.0,None,None,None,2.1,None,None
None,23.0,147.0,0.99636,None,0.59,9.7,5.0,None,None,None,1.9,None,None
None,20.0,84.0,0.99593,None,0.5,9.5,5.0,None,None,None,1.8,None,None
None,14.0,36.0,0.99614,None,0.49,9.3,4.0,None,None,None,2.2,None,None
None,18.0,22.0,0.99573,None,0.68,9.9,6.0,None,None,None,2.0,None,None
None,45.0,67.0,0.99769,None,0.86,10.2,7.0,None,None,None,2.0,None,None
None,15.0,63.0,0.9964,None,1.59,9.5,5.0,None,None,None,1.8,None,None
None,15.0,60.0,0.9955,None,0.44,10.9,5.0,None,None,None,2.0,None,None
None,15.0,29.0,0.99524,None,0.52,11.1,4.0,None,None,None,3.9,None,None
None,24.0,44.0,0.99534,None,0.85,11.0,7.0,None,None,None,2.1,None,None
None,20.0,38.0,0.99818,None,0.71,10.8,5.0,None,None,None,2.5,None,None
None,5.0,62.0,0.9971,None,1.09,9.3,5.0,None,None,None,1.7,None,None
None,3.0,9.0,0.9948,None,0.57,11.5,7.0,None,None,None,1.7,None,None
None,4.0,18.0,0.99682,None,0.57,9.9,6.0,None,None,None,2.7,None,None
None,36.0,127.0,0.9965,None,1.62,9.5,5.0,None,None,None,2.2,None,None
None,20.0,112.0,0.9968,None,0.71,9.3,5.0,None,None,None,1.8,None,None
None,16.0,72.0,0.9957,None,0.57,9.4,5.0,None,None,None,2.0,None,None
None,11.0,18.0,0.99191,None,0.56,12.2,6.0,None,None,None,1.4,None,None
None,6.0,13.0,0.99643,None,0.65,11.6,7.0,None,None,None,2.4,None,None
None,35.0,106.0,0.9982,None,0.53,9.2,5.0,None,None,None,2.85,None,None
None,40.0,64.0,0.99529,None,0.49,9.6,5.0,None,None,None,1.8,None,None
None,14.0,28.0,0.99516,None,0.8,11.2,5.0,None,None,None,2.3,None,None
None,19.0,38.0,0.999,None,0.6,9.3,5.0,None,None,None,2.4,None,None
None,27.0,55.0,0.9962,None,0.63,11.0,5.0,None,None,None,1.9,None,None
None,24.0,52.0,0.99752,None,0.94,10.0,5.0,None,None,None,1.7,None,None
None,17.0,38.0,0.99622,None,0.66,11.1,6.0,None,None,None,2.1,None,None
None,17.0,106.0,0.9932,None,0.6,12.9,6.0,None,None,None,2.3,None,None
None,11.0,119.0,0.99538,None,0.7,10.9,5.0,None,None,None,2.1,None,None
None,17.0,104.0,0.99584,None,0.52,9.9,5.0,None,None,None,2.0,None,None
None,41.0,110.0,0.9982,None,0.61,9.2,5.0,None,None,None,2.9,None,None
None,15.0,33.0,0.9956,None,0.66,12.8,6.0,None,None,None,2.1,None,None
None,10.0,19.0,0.99468,None,0.73,12.0,7.0,None,None,None,3.3,None,None
None,34.0,151.0,1.001,None,1.14,9.3,5.0,None,None,None,6.1,None,None
None,6.0,10.0,0.99664,None,0.65,11.8,7.0,None,None,None,2.1,None,None
None,11.0,63.0,0.99652,None,0.48,9.8,4.0,None,None,None,2.0,None,None
None,11.0,38.0,0.99699,None,0.56,10.9,5.0,None,None,None,2.3,None,None
None,6.0,24.0,0.9984,None,0.59,9.2,6.0,None,None,None,2.6,None,None
None,12.0,96.0,0.9954,None,0.58,9.2,5.0,None,None,None,1.4,None,None
None,5.0,15.0,0.998,None,0.67,10.2,6.0,None,None,None,2.1,None,None
None,8.0,17.0,0.99735,None,0.44,10.0,5.0,None,None,None,3.3,None,None
None,8.0,38.0,0.9972,None,0.61,10.5,6.0,None,None,None,2.3,None,None
None,28.0,52.0,0.997,None,0.62,10.8,5.0,None,None,None,2.8,None,None
None,13.0,95.0,0.997,None,0.54,9.1,5.0,None,None,None,2.0,None,None
None,41.0,55.0,0.99652,None,0.73,10.9,6.0,None,None,None,1.5,None,None
None,9.0,46.0,0.9962,None,0.54,9.4,6.0,None,None,None,2.4,None,None
None,29.0,65.0,0.9988,None,0.58,9.6,5.0,None,None,None,2.7,None,None
None,4.0,10.0,0.99356,None,0.7,12.8,7.0,None,None,None,2.4,None,None
None,7.0,21.0,0.9979,None,0.93,11.8,6.0,None,None,None,3.4,None,None
None,5.0,14.0,0.99476,None,1.03,11.6,6.0,None,None,None,3.1,None,None
None,14.0,111.0,0.9964,None,0.66,9.8,5.0,None,None,None,2.2,None,None
None,20.0,88.0,0.99918,None,0.43,9.4,5.0,None,None,None,2.5,None,None
None,14.0,28.0,0.99362,None,0.67,12.4,6.0,None,None,None,2.4,None,None
None,13.0,29.0,0.9959,None,0.55,9.9,6.0,None,None,None,2.2,None,None
None,6.0,25.0,0.9975,None,0.61,9.4,6.0,None,None,None,1.9,None,None
None,26.0,65.0,0.99716,None,0.62,9.5,6.0,None,None,None,1.7,None,None
None,6.0,25.0,0.99581,None,0.43,9.7,6.0,None,None,None,1.7,None,None
None,11.0,24.0,1.0,None,0.69,9.0,5.0,None,None,None,2.6,None,None
None,21.0,84.0,0.9985,None,0.57,10.1,5.0,None,None,None,2.8,None,None
None,37.5,278.0,0.99316,None,0.51,12.3,7.0,None,None,None,8.3,None,None
None,20.0,56.0,0.99672,None,0.56,9.2,5.0,None,None,None,1.8,None,None
None,9.0,26.0,0.9979,None,1.06,9.1,6.0,None,None,None,1.8,None,None
None,15.0,64.0,0.99588,None,0.59,9.5,6.0,None,None,None,1.8,None,None
None,5.0,17.0,0.9976,None,1.05,9.4,5.0,None,None,None,1.8,None,None
None,22.0,50.0,0.9946,None,0.6,11.9,6.0,None,None,None,1.7,None,None
None,25.0,129.0,0.9972,None,0.53,9.0,5.0,None,None,None,2.2,None,None
None,32.0,71.0,1.00015,None,0.71,9.8,5.0,None,None,None,3.4,None,None
None,17.0,99.0,0.9937,None,0.63,13.0,5.0,None,None,None,2.3,None,None
None,18.0,34.0,0.99552,None,0.64,9.7,5.0,None,None,None,2.1,None,None
None,6.0,12.0,0.99521,None,0.59,11.0,5.0,None,None,None,1.9,None,None
None,22.0,89.0,0.9959,None,0.54,9.2,6.0,None,None,None,1.8,None,None
None,9.0,17.0,0.99655,None,0.49,10.8,6.0,None,None,None,5.5,None,None
None,28.0,71.0,0.9997,None,0.57,9.7,5.0,None,None,None,2.3,None,None
None,32.0,141.0,0.9968,None,0.62,9.4,5.0,None,None,None,1.8,None,None
None,16.0,33.0,0.99736,None,0.69,10.8,7.0,None,None,None,2.4,None,None
None,26.0,62.0,0.9994,None,0.63,10.2,6.0,None,None,None,2.2,None,None
None,3.0,6.0,0.99512,None,0.67,11.9,6.0,None,None,None,2.2,None,None
None,9.0,23.0,0.99546,None,0.6,10.3,5.0,None,None,None,2.1,None,None
None,9.0,42.0,0.9963,None,0.55,9.4,5.0,None,None,None,2.3,None,None
None,13.0,33.0,0.9992,None,0.45,9.4,5.0,None,None,None,3.2,None,None
None,5.0,10.0,0.99419,None,0.54,11.2,7.0,None,None,None,1.9,None,None
None,12.0,42.0,1.0004,None,0.61,10.3,5.0,None,None,None,2.7,None,None
None,21.0,58.0,0.9997,None,0.72,10.2,5.0,None,None,None,5.6,None,None
None,4.0,15.0,0.99576,None,0.8,11.2,6.0,None,None,None,2.1,None,None
None,35.0,152.0,0.998,None,0.48,9.4,5.0,None,None,None,2.3,None,None
None,20.0,29.0,0.99488,None,0.56,11.3,6.0,None,None,None,2.1,None,None
None,18.0,101.0,0.9956,None,0.52,10.2,5.0,None,None,None,2.1,None,None
None,31.0,68.0,0.99694,None,0.48,9.4,5.0,None,None,None,2.0,None,None
None,10.0,22.0,0.9976,None,0.44,9.6,5.0,None,None,None,2.0,None,None
None,10.0,47.0,1.0008,None,0.57,9.0,3.0,None,None,None,2.2,None,None
None,32.0,59.0,0.99617,None,0.77,12.0,6.0,None,None,None,2.4,None,None
None,17.0,53.0,1.0014,None,0.81,9.5,6.0,None,None,None,3.2,None,None
None,11.0,26.0,0.9994,None,0.83,9.4,6.0,None,None,None,2.6,None,None
None,6.0,24.0,0.9976,None,1.04,10.9,7.0,None,None,None,1.9,None,None
None,5.0,18.0,0.9986,None,0.55,9.6,6.0,None,None,None,5.5,None,None
None,26.0,61.0,1.00025,None,0.72,9.8,4.0,None,None,None,3.3,None,None
None,6.0,18.0,0.9972,None,0.61,9.2,6.0,None,None,None,2.0,None,None
None,21.0,50.0,0.9982,None,0.91,9.9,6.0,None,None,None,2.6,None,None
None,3.0,11.0,0.99378,None,0.63,12.8,7.0,None,None,None,2.2,None,None
None,15.0,33.0,0.99488,None,0.46,11.2,6.0,None,None,None,2.0,None,None
